Crane_Operation_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Crane_ID,Crane_Type,Operating_Hours,Downtime_Hours,Containers_Handled,Maintenance_Status
CRN06996,DR06959,PR00003,SR05943,QC-07,Quay Crane,7.18,2.03,224,Maintenance
CRN06997,DR02176,PR00002,SR05663,QC-04,Quay Crane,6.44,1.0,123,Operational
CRN06998,DR04622,PR00003,SR00342,QC-02,RTG Crane,7.8,0.76,202,Operational
CRN06999,DR01156,PR00003,SR06561,QC-02,Quay Crane,9.3,0.66,248,Operational
CRN07000,DR09039,PR00003,SR00148,QC-07,RTG Crane,7.99,1.43,181,Inspection
CRN07001,DR06592,PR00003,SR01679,QC-02,Quay Crane,5.5,0.76,134,Operational
CRN07002,DR05628,PR00002,SR03390,QC-08,RTG Crane,7.22,0.43,204,Operational
CRN07003,DR01982,PR00002,SR00145,QC-03,Quay Crane,6.22,1.04,170,Inspection
CRN07004,DR04714,PR00001,SR09869,QC-03,Quay Crane,5.55,1.3,166,Inspection
CRN07005,DR03530,PR00005,SR00557,QC-06,Quay Crane,6.79,0.57,244,Operational
CRN07006,DR05801,PR00004,SR02561,QC-01,Quay Crane,7.8,0.71,216,Operational
CRN07007,DR03158,PR00004,SR04982,QC-03,Quay Crane,8.19,1.05,214,Inspection
CRN07008,DR01641,PR00007,SR07571,QC-06,RTG Crane,7.93,1.17,206,Inspection
CRN07009,DR01321,PR00003,SR08936,QC-08,Quay Crane,6.16,0.96,122,Operational
CRN07010,DR04883,PR00006,SR04189,QC-05,Quay Crane,5.83,1.81,165,Maintenance
CRN07011,DR07385,PR00003,SR00730,QC-01,Quay Crane,5.27,0.06,131,Operational
CRN07012,DR00464,PR00003,SR06517,QC-08,RTG Crane,7.01,1.08,231,Inspection
CRN07013,DR07649,PR00004,SR03505,QC-08,Quay Crane,8.04,0.63,197,Operational
CRN07014,DR08409,PR00002,SR09240,QC-07,Quay Crane,7.9,1.41,212,Inspection
CRN07015,DR00619,PR00002,SR06938,QC-04,Quay Crane,5.8,0.38,193,Operational
CRN07016,DR04141,PR00003,SR06950,QC-04,Quay Crane,9.65,1.09,264,Inspection
CRN07017,DR07949,PR00001,SR05635,QC-03,RTG Crane,7.54,0.81,216,Operational
CRN07018,DR03403,PR00002,SR08078,QC-02,RTG Crane,8.32,0.44,251,Operational
CRN07019,DR04814,PR00006,SR05960,QC-05,Quay Crane,8.01,2.2,183,Maintenance
CRN07020,DR02191,PR00003,SR04733,QC-03,Quay Crane,5.08,1.07,191,Inspection
CRN07021,DR07790,PR00001,SR07899,QC-01,Quay Crane,8.3,0.78,173,Operational
CRN07022,DR08316,PR00001,SR00222,QC-01,RTG Crane,9.41,0.71,252,Operational
CRN07023,DR00198,PR00007,SR09993,QC-05,Quay Crane,5.75,2.04,136,Maintenance
CRN07024,DR08727,PR00007,SR01180,QC-05,Quay Crane,5.79,2.17,171,Maintenance
CRN07025,DR01008,PR00004,SR09687,QC-01,Quay Crane,7.83,0.28,209,Operational
CRN07026,DR02084,PR00001,SR08233,QC-08,Quay Crane,7.32,1.07,154,Inspection
CRN07027,DR05526,PR00003,SR03484,QC-02,Quay Crane,7.97,0.79,217,Operational
CRN07028,DR08802,PR00002,SR03359,QC-04,Quay Crane,5.66,0.9,163,Operational
CRN07029,DR08447,PR00006,SR06183,QC-08,RTG Crane,8.24,1.08,199,Inspection
CRN07030,DR04918,PR00003,SR08629,QC-03,Quay Crane,4.86,1.39,96,Inspection
CRN07031,DR03419,PR00005,SR04924,QC-02,RTG Crane,6.71,1.46,170,Inspection
CRN07032,DR04574,PR00003,SR03040,QC-07,Quay Crane,7.67,0.7,170,Operational
CRN07033,DR05507,PR00006,SR02278,QC-07,RTG Crane,6.12,1.67,166,Maintenance
CRN07034,DR00642,PR00003,SR08366,QC-04,Quay Crane,7.31,0.59,191,Operational
CRN07035,DR00579,PR00003,SR02022,QC-07,Quay Crane,8.8,0.9,222,Operational
CRN07036,DR09904,PR00003,SR00551,QC-07,Quay Crane,6.0,1.92,182,Maintenance
CRN07037,DR05665,PR00004,SR04072,QC-01,Quay Crane,6.64,0.23,207,Operational
CRN07038,DR09120,PR00006,SR09636,QC-06,Quay Crane,3.73,0.71,63,Operational
CRN07039,DR00540,PR00003,SR04132,QC-07,Quay Crane,7.45,1.46,185,Inspection
CRN07040,DR08906,PR00007,SR04323,QC-07,Quay Crane,9.15,1.44,235,Inspection
CRN07041,DR04969,PR00003,SR00023,QC-07,RTG Crane,5.66,1.15,176,Inspection
CRN07042,DR07838,PR00002,SR08737,QC-01,Quay Crane,6.48,0.24,180,Operational
CRN07043,DR01443,PR00002,SR05369,QC-02,Quay Crane,8.73,0.75,241,Operational
CRN07044,DR05607,PR00001,SR08281,QC-02,Quay Crane,9.37,0.74,254,Operational
CRN07045,DR08289,PR00006,SR09201,QC-06,Quay Crane,7.11,0.66,209,Operational
CRN07046,DR03222,PR00001,SR03695,QC-07,Quay Crane,5.82,1.07,104,Inspection
CRN07047,DR02749,PR00002,SR00489,QC-05,Quay Crane,6.54,2.17,198,Maintenance
CRN07048,DR06028,PR00002,SR01958,QC-03,RTG Crane,8.01,1.52,215,Inspection
CRN07049,DR05768,PR00005,SR09848,QC-08,Quay Crane,6.2,0.82,128,Operational
CRN07050,DR00306,PR00007,SR07143,QC-08,Quay Crane,6.48,0.5,134,Operational
CRN07051,DR06955,PR00006,SR09216,QC-02,Quay Crane,6.11,0.58,168,Operational
CRN07052,DR06952,PR00002,SR03734,QC-03,RTG Crane,8.6,1.77,216,Maintenance
CRN07053,DR06920,PR00003,SR05064,QC-04,Quay Crane,7.43,0.53,194,Operational
CRN07054,DR05741,PR00002,SR07064,QC-02,Quay Crane,6.37,0.52,177,Operational
CRN07055,DR03057,PR00007,SR03098,QC-06,Quay Crane,7.34,1.04,218,Inspection
CRN07056,DR01387,PR00001,SR07648,QC-02,Quay Crane,7.89,0.82,191,Operational
CRN07057,DR00237,PR00007,SR02342,QC-08,Quay Crane,4.77,0.45,67,Operational
CRN07058,DR00737,PR00006,SR08915,QC-07,Quay Crane,7.85,0.93,212,Operational
CRN07059,DR04253,PR00005,SR08445,QC-05,Quay Crane,9.12,1.57,241,Maintenance
CRN07060,DR06290,PR00005,SR02018,QC-06,RTG Crane,6.09,1.04,164,Inspection
CRN07061,DR00078,PR00002,SR06249,QC-02,Quay Crane,6.09,0.6,147,Operational
CRN07062,DR00417,PR00002,SR02216,QC-08,Quay Crane,8.85,0.97,240,Operational
CRN07063,DR04310,PR00003,SR01083,QC-07,Quay Crane,4.38,1.44,148,Inspection
CRN07064,DR04247,PR00001,SR05365,QC-05,RTG Crane,10.0,1.9,246,Maintenance
CRN07065,DR05316,PR00005,SR05287,QC-01,Quay Crane,5.61,0.58,136,Operational
CRN07066,DR03773,PR00003,SR08938,QC-08,Quay Crane,6.49,1.0,175,Operational
CRN07067,DR07612,PR00006,SR05868,QC-06,RTG Crane,5.78,1.31,180,Inspection
CRN07068,DR05216,PR00006,SR08430,QC-01,RTG Crane,5.42,0.9,118,Operational
CRN07069,DR08839,PR00001,SR02385,QC-05,Quay Crane,7.73,2.13,202,Maintenance
CRN07070,DR05000,PR00002,SR04383,QC-02,Quay Crane,7.94,0.75,181,Operational
CRN07071,DR00356,PR00003,SR06756,QC-01,Quay Crane,6.16,1.06,198,Inspection
CRN07072,DR08083,PR00001,SR00371,QC-05,Quay Crane,5.05,1.88,89,Maintenance
CRN07073,DR09662,PR00005,SR05508,QC-07,Quay Crane,6.49,1.22,141,Inspection
CRN07074,DR07080,PR00005,SR03032,QC-05,Quay Crane,7.9,1.76,182,Maintenance
CRN07075,DR03508,PR00005,SR02831,QC-02,Quay Crane,7.17,0.65,190,Operational
CRN07076,DR03816,PR00003,SR02168,QC-02,Quay Crane,7.58,0.86,159,Operational
CRN07077,DR03891,PR00006,SR01780,QC-03,Quay Crane,6.7,1.17,213,Inspection
CRN07078,DR02928,PR00004,SR09898,QC-04,Quay Crane,3.79,0.58,97,Operational
CRN07079,DR06065,PR00007,SR02629,QC-07,Quay Crane,4.78,1.54,106,Inspection
CRN07080,DR02151,PR00006,SR05707,QC-07,Quay Crane,8.8,1.36,236,Inspection
CRN07081,DR08407,PR00005,SR05567,QC-04,RTG Crane,7.55,0.84,222,Operational
CRN07082,DR05129,PR00001,SR07405,QC-07,Quay Crane,5.59,0.84,126,Operational
CRN07083,DR02587,PR00006,SR04412,QC-07,Quay Crane,7.05,1.81,216,Maintenance
CRN07084,DR00945,PR00002,SR07251,QC-04,Quay Crane,9.88,0.52,268,Operational
CRN07085,DR06981,PR00003,SR06152,QC-07,Quay Crane,6.31,1.17,136,Inspection
CRN07086,DR02540,PR00003,SR03968,QC-03,Quay Crane,7.21,1.38,141,Inspection
CRN07087,DR08236,PR00002,SR05833,QC-01,Quay Crane,8.14,0.64,203,Operational
CRN07088,DR06475,PR00001,SR02696,QC-07,Quay Crane,6.24,1.23,113,Inspection
CRN07089,DR07557,PR00001,SR06091,QC-07,Quay Crane,10.0,1.09,226,Inspection
CRN07090,DR02089,PR00006,SR02246,QC-01,RTG Crane,6.98,0.35,163,Operational
CRN07091,DR01049,PR00004,SR01754,QC-06,Quay Crane,8.96,0.83,285,Operational
CRN07092,DR03871,PR00007,SR09327,QC-04,Quay Crane,8.36,0.05,273,Operational
CRN07093,DR09654,PR00006,SR06077,QC-06,Quay Crane,8.4,1.35,224,Inspection
CRN07094,DR04558,PR00003,SR06284,QC-02,RTG Crane,8.22,1.45,196,Inspection
CRN07095,DR06606,PR00006,SR05811,QC-08,Quay Crane,4.84,1.09,149,Inspection
CRN07096,DR09045,PR00004,SR00604,QC-04,Quay Crane,5.14,0.92,144,Operational
CRN07097,DR02360,PR00002,SR01484,QC-01,Quay Crane,9.55,0.74,270,Operational
CRN07098,DR04003,PR00007,SR04994,QC-01,Quay Crane,5.76,0.64,162,Operational
CRN07099,DR05245,PR00007,SR09774,QC-08,Quay Crane,9.98,0.7,303,Operational
CRN07100,DR09891,PR00001,SR09678,QC-06,Quay Crane,5.12,0.88,119,Operational
CRN07101,DR07947,PR00006,SR03414,QC-01,Quay Crane,6.63,0.41,186,Operational
CRN07102,DR01023,PR00001,SR02467,QC-04,Quay Crane,7.47,0.16,221,Operational
CRN07103,DR07507,PR00007,SR00203,QC-08,Quay Crane,6.66,0.63,152,Operational
CRN07104,DR09992,PR00004,SR07447,QC-04,Quay Crane,8.37,0.67,272,Operational
CRN07105,DR07215,PR00001,SR07732,QC-04,Quay Crane,10.0,0.74,249,Operational
CRN07106,DR03674,PR00006,SR09205,QC-01,Quay Crane,6.1,0.69,157,Operational
CRN07107,DR02135,PR00003,SR08061,QC-07,Quay Crane,5.74,1.27,152,Inspection
CRN07108,DR08675,PR00001,SR00721,QC-04,Quay Crane,7.83,0.76,207,Operational
CRN07109,DR00723,PR00006,SR09194,QC-08,RTG Crane,7.92,0.47,184,Operational
CRN07110,DR08570,PR00006,SR08834,QC-01,Quay Crane,5.72,0.57,166,Operational
CRN07111,DR05932,PR00003,SR08732,QC-01,Quay Crane,9.77,0.64,231,Operational
CRN07112,DR03540,PR00005,SR00994,QC-04,Quay Crane,6.0,0.55,181,Operational
CRN07113,DR01363,PR00001,SR00064,QC-01,Quay Crane,8.29,0.48,281,Operational
CRN07114,DR04710,PR00002,SR01253,QC-06,Quay Crane,7.26,0.49,216,Operational
CRN07115,DR02649,PR00005,SR02277,QC-01,Quay Crane,8.78,1.07,223,Inspection
CRN07116,DR03613,PR00002,SR03869,QC-01,Quay Crane,5.71,0.24,202,Operational
CRN07117,DR04523,PR00003,SR01317,QC-06,Quay Crane,8.13,1.14,181,Inspection
CRN07118,DR09698,PR00007,SR03815,QC-01,Quay Crane,4.2,0.72,94,Operational
CRN07119,DR04999,PR00006,SR07395,QC-02,Quay Crane,7.02,0.62,218,Operational
CRN07120,DR04789,PR00004,SR06683,QC-05,RTG Crane,6.25,2.09,162,Maintenance
CRN07121,DR06916,PR00004,SR07476,QC-03,Quay Crane,7.85,1.48,224,Inspection
CRN07122,DR09340,PR00006,SR02273,QC-03,Quay Crane,10.0,1.06,245,Inspection
CRN07123,DR01119,PR00006,SR00618,QC-07,Quay Crane,6.0,1.11,118,Inspection
CRN07124,DR04106,PR00001,SR01820,QC-04,Quay Crane,7.61,0.59,200,Operational
CRN07125,DR06718,PR00003,SR08914,QC-05,Quay Crane,6.47,1.99,149,Maintenance
CRN07126,DR03959,PR00001,SR09002,QC-02,Quay Crane,9.32,0.99,256,Operational
CRN07127,DR08706,PR00001,SR08319,QC-05,Quay Crane,7.79,1.71,228,Maintenance
CRN07128,DR02809,PR00002,SR01229,QC-08,RTG Crane,6.62,0.76,158,Operational
CRN07129,DR09859,PR00004,SR03330,QC-08,Quay Crane,8.4,0.56,221,Operational
CRN07130,DR06243,PR00006,SR02320,QC-02,Quay Crane,5.61,0.89,160,Operational
CRN07131,DR05550,PR00007,SR00738,QC-02,RTG Crane,7.6,0.96,141,Operational
CRN07132,DR02307,PR00003,SR07244,QC-07,Quay Crane,6.9,1.39,202,Inspection
CRN07133,DR05390,PR00003,SR07804,QC-06,Quay Crane,8.25,0.83,166,Operational
CRN07134,DR09308,PR00001,SR04916,QC-02,RTG Crane,4.3,0.45,85,Operational
CRN07135,DR00472,PR00001,SR08225,QC-08,Quay Crane,6.05,0.58,212,Operational
CRN07136,DR07041,PR00001,SR05177,QC-08,Quay Crane,6.78,0.64,197,Operational
CRN07137,DR08268,PR00007,SR09473,QC-05,Quay Crane,4.87,1.35,146,Inspection
CRN07138,DR03882,PR00001,SR04771,QC-07,RTG Crane,4.53,1.12,89,Inspection
CRN07139,DR01814,PR00005,SR01473,QC-02,Quay Crane,8.92,0.65,226,Operational
CRN07140,DR09833,PR00002,SR03061,QC-05,Quay Crane,6.95,1.68,167,Maintenance
CRN07141,DR03894,PR00003,SR02529,QC-04,Quay Crane,9.26,0.47,267,Operational
CRN07142,DR09235,PR00006,SR00754,QC-07,Quay Crane,7.17,1.34,208,Inspection
CRN07143,DR02702,PR00007,SR02146,QC-08,RTG Crane,8.98,0.3,266,Operational
CRN07144,DR02630,PR00002,SR00917,QC-07,Quay Crane,5.52,1.34,145,Inspection
CRN07145,DR04149,PR00007,SR06993,QC-03,Quay Crane,8.22,1.6,216,Maintenance
CRN07146,DR08833,PR00002,SR00058,QC-01,Quay Crane,5.05,0.88,130,Operational
CRN07147,DR09970,PR00006,SR07828,QC-08,Quay Crane,7.83,0.67,200,Operational
CRN07148,DR01808,PR00001,SR07562,QC-04,RTG Crane,10.0,1.02,225,Inspection
CRN07149,DR05941,PR00003,SR03979,QC-02,Quay Crane,6.69,0.74,165,Operational
CRN07150,DR07040,PR00005,SR05707,QC-07,RTG Crane,7.68,1.19,253,Inspection
CRN07151,DR03369,PR00006,SR02883,QC-07,RTG Crane,6.8,1.41,167,Inspection
CRN07152,DR03693,PR00006,SR02831,QC-04,Quay Crane,7.77,0.72,200,Operational
CRN07153,DR09454,PR00002,SR06095,QC-07,RTG Crane,7.11,1.02,181,Inspection
CRN07154,DR08263,PR00006,SR05815,QC-07,Quay Crane,10.0,0.92,256,Operational
CRN07155,DR02865,PR00002,SR07268,QC-04,Quay Crane,7.76,0.89,200,Operational
CRN07156,DR02197,PR00002,SR01213,QC-01,RTG Crane,5.89,0.59,133,Operational
CRN07157,DR02349,PR00001,SR08994,QC-03,Quay Crane,6.27,1.35,166,Inspection
CRN07158,DR02693,PR00002,SR04427,QC-08,Quay Crane,9.28,0.75,272,Operational
CRN07159,DR00254,PR00001,SR01356,QC-05,Quay Crane,6.76,1.59,145,Maintenance
CRN07160,DR09083,PR00005,SR05229,QC-04,RTG Crane,9.09,0.8,270,Operational
CRN07161,DR02424,PR00001,SR08866,QC-02,Quay Crane,8.66,0.8,245,Operational
CRN07162,DR07418,PR00004,SR07828,QC-03,Quay Crane,6.68,1.08,139,Inspection
CRN07163,DR04135,PR00001,SR07287,QC-04,Quay Crane,6.3,0.58,197,Operational
CRN07164,DR06139,PR00005,SR04561,QC-07,Quay Crane,8.0,1.53,217,Inspection
CRN07165,DR00053,PR00002,SR05661,QC-01,Quay Crane,5.61,0.4,123,Operational
CRN07166,DR05012,PR00002,SR07220,QC-08,Quay Crane,8.98,0.68,236,Operational
CRN07167,DR01086,PR00004,SR09291,QC-07,Quay Crane,6.29,1.41,191,Inspection
CRN07168,DR07761,PR00007,SR07456,QC-02,RTG Crane,6.99,0.69,192,Operational
CRN07169,DR07565,PR00007,SR04799,QC-05,Quay Crane,7.74,2.38,178,Maintenance
CRN07170,DR06231,PR00002,SR05514,QC-08,Quay Crane,7.82,0.85,217,Operational
CRN07171,DR02565,PR00007,SR03286,QC-08,Quay Crane,5.74,0.5,137,Operational
CRN07172,DR07319,PR00004,SR06704,QC-06,Quay Crane,4.24,0.98,101,Operational
CRN07173,DR08134,PR00007,SR02660,QC-08,Quay Crane,6.29,0.05,174,Operational
CRN07174,DR02966,PR00001,SR03877,QC-04,Quay Crane,7.66,0.8,255,Operational
CRN07175,DR06592,PR00001,SR06013,QC-06,Quay Crane,8.65,1.58,204,Maintenance
CRN07176,DR08735,PR00001,SR02811,QC-04,Quay Crane,5.06,0.73,170,Operational
CRN07177,DR04857,PR00006,SR01165,QC-07,Quay Crane,7.1,1.07,107,Inspection
CRN07178,DR05879,PR00001,SR08014,QC-03,Quay Crane,4.7,1.45,112,Inspection
CRN07179,DR04158,PR00001,SR04254,QC-02,Quay Crane,3.62,0.39,107,Operational
CRN07180,DR05088,PR00004,SR09806,QC-05,Quay Crane,10.0,2.17,283,Maintenance
CRN07181,DR00195,PR00007,SR00031,QC-03,Quay Crane,6.45,1.3,182,Inspection
CRN07182,DR02967,PR00004,SR09469,QC-07,RTG Crane,7.45,1.0,116,Operational
CRN07183,DR09468,PR00005,SR09320,QC-05,Quay Crane,8.36,1.68,254,Maintenance
CRN07184,DR01883,PR00001,SR07047,QC-01,Quay Crane,9.88,0.65,240,Operational
CRN07185,DR06261,PR00007,SR00692,QC-06,Quay Crane,6.87,1.17,154,Inspection
CRN07186,DR09097,PR00001,SR02692,QC-02,Quay Crane,6.11,0.81,116,Operational
CRN07187,DR07575,PR00002,SR01348,QC-04,Quay Crane,6.29,0.87,184,Operational
CRN07188,DR09591,PR00003,SR04410,QC-02,Quay Crane,6.81,0.94,195,Operational
CRN07189,DR04932,PR00002,SR02639,QC-04,Quay Crane,7.18,0.39,185,Operational
CRN07190,DR07654,PR00004,SR04870,QC-08,Quay Crane,7.2,0.81,161,Operational
CRN07191,DR09015,PR00005,SR07330,QC-04,Quay Crane,6.28,0.8,174,Operational
CRN07192,DR03078,PR00002,SR08957,QC-03,Quay Crane,5.54,1.3,90,Inspection
CRN07193,DR06705,PR00001,SR06680,QC-05,Quay Crane,9.68,2.14,330,Maintenance
CRN07194,DR04022,PR00001,SR03537,QC-06,Quay Crane,7.14,0.94,193,Operational
CRN07195,DR08297,PR00001,SR02496,QC-08,Quay Crane,5.87,0.78,198,Operational
CRN07196,DR00481,PR00007,SR04549,QC-02,Quay Crane,4.28,0.48,136,Operational
CRN07197,DR04422,PR00004,SR08112,QC-03,Quay Crane,7.51,1.68,187,Maintenance
CRN07198,DR01366,PR00001,SR02209,QC-06,Quay Crane,6.81,1.33,156,Inspection
CRN07199,DR02615,PR00001,SR06333,QC-07,RTG Crane,5.86,0.89,184,Operational
CRN07200,DR00597,PR00006,SR08268,QC-06,Quay Crane,8.36,0.66,228,Operational
CRN07201,DR09834,PR00006,SR08168,QC-05,Quay Crane,5.36,1.9,162,Maintenance
CRN07202,DR07069,PR00007,SR07668,QC-03,Quay Crane,7.34,1.77,185,Maintenance
CRN07203,DR03316,PR00001,SR08123,QC-08,Quay Crane,7.93,0.89,265,Operational
CRN07204,DR06249,PR00003,SR08042,QC-07,RTG Crane,5.57,1.21,157,Inspection
CRN07205,DR07814,PR00001,SR09786,QC-05,Quay Crane,7.36,1.87,164,Maintenance
CRN07206,DR05116,PR00006,SR07902,QC-01,Quay Crane,6.79,0.34,216,Operational
CRN07207,DR01557,PR00003,SR00730,QC-08,Quay Crane,8.07,0.79,227,Operational
CRN07208,DR00167,PR00005,SR07164,QC-01,Quay Crane,8.3,0.3,213,Operational
CRN07209,DR05176,PR00001,SR08453,QC-07,Quay Crane,3.47,1.55,72,Inspection
CRN07210,DR09196,PR00005,SR08638,QC-06,Quay Crane,7.85,1.05,186,Inspection
CRN07211,DR06913,PR00002,SR04385,QC-01,Quay Crane,7.86,0.19,195,Operational
CRN07212,DR09884,PR00006,SR00497,QC-01,Quay Crane,9.86,0.64,290,Operational
CRN07213,DR06388,PR00001,SR03860,QC-08,Quay Crane,8.25,0.62,269,Operational
CRN07214,DR03144,PR00006,SR07514,QC-04,Quay Crane,7.48,0.35,219,Operational
CRN07215,DR01318,PR00001,SR06372,QC-04,Quay Crane,6.6,0.59,175,Operational
CRN07216,DR07693,PR00004,SR09356,QC-02,Quay Crane,5.46,1.02,136,Inspection
CRN07217,DR08768,PR00005,SR06813,QC-02,Quay Crane,7.79,0.93,216,Operational
CRN07218,DR04331,PR00003,SR07382,QC-01,RTG Crane,6.28,0.56,182,Operational
CRN07219,DR07570,PR00002,SR07011,QC-03,Quay Crane,6.12,1.31,127,Inspection
CRN07220,DR00617,PR00002,SR00626,QC-06,Quay Crane,6.94,0.67,180,Operational
CRN07221,DR05906,PR00002,SR07005,QC-06,RTG Crane,7.74,0.89,219,Operational
CRN07222,DR01108,PR00004,SR02534,QC-06,Quay Crane,8.74,1.05,206,Inspection
CRN07223,DR08536,PR00001,SR09255,QC-06,RTG Crane,7.52,0.86,247,Operational
CRN07224,DR00875,PR00001,SR09042,QC-04,Quay Crane,7.6,0.91,284,Operational
CRN07225,DR02063,PR00002,SR05431,QC-08,Quay Crane,6.64,0.36,215,Operational
CRN07226,DR09917,PR00002,SR02574,QC-01,Quay Crane,6.51,0.58,149,Operational
CRN07227,DR09475,PR00001,SR07826,QC-05,Quay Crane,6.8,1.91,189,Maintenance
CRN07228,DR00065,PR00005,SR04475,QC-07,Quay Crane,7.49,1.44,214,Inspection
CRN07229,DR09229,PR00001,SR09809,QC-03,Quay Crane,5.39,1.5,114,Inspection
CRN07230,DR01895,PR00007,SR08316,QC-05,Quay Crane,5.73,1.65,125,Maintenance
CRN07231,DR06771,PR00005,SR07496,QC-06,Quay Crane,8.65,1.19,206,Inspection
CRN07232,DR08933,PR00003,SR08824,QC-07,RTG Crane,7.3,1.09,181,Inspection
CRN07233,DR03118,PR00006,SR06134,QC-02,Quay Crane,3.05,0.66,45,Operational
CRN07234,DR05826,PR00004,SR06094,QC-03,Quay Crane,7.93,1.28,194,Inspection
CRN07235,DR00288,PR00004,SR02078,QC-01,Quay Crane,7.28,0.56,218,Operational
CRN07236,DR02988,PR00002,SR02121,QC-07,Quay Crane,7.49,1.51,170,Inspection
CRN07237,DR02329,PR00004,SR05354,QC-02,Quay Crane,7.17,0.94,220,Operational
CRN07238,DR01299,PR00001,SR05206,QC-03,RTG Crane,9.73,1.64,224,Maintenance
CRN07239,DR03472,PR00003,SR02987,QC-01,RTG Crane,7.16,0.74,214,Operational
CRN07240,DR06610,PR00001,SR01685,QC-04,Quay Crane,3.71,0.99,110,Operational
CRN07241,DR00642,PR00003,SR08294,QC-08,Quay Crane,9.32,0.58,255,Operational
CRN07242,DR00826,PR00004,SR00645,QC-02,Quay Crane,8.75,0.16,234,Operational
CRN07243,DR03098,PR00001,SR04196,QC-07,RTG Crane,6.19,1.61,159,Maintenance
CRN07244,DR05891,PR00002,SR09215,QC-03,RTG Crane,6.41,1.45,189,Inspection
CRN07245,DR06792,PR00006,SR00935,QC-01,Quay Crane,8.63,0.84,204,Operational
CRN07246,DR05135,PR00002,SR06024,QC-08,Quay Crane,10.0,0.05,280,Operational
CRN07247,DR06048,PR00001,SR01599,QC-07,Quay Crane,8.01,1.56,196,Maintenance
CRN07248,DR00958,PR00002,SR06906,QC-04,RTG Crane,6.12,1.16,162,Inspection
CRN07249,DR07506,PR00007,SR02812,QC-07,RTG Crane,8.18,1.7,202,Maintenance
CRN07250,DR03135,PR00005,SR01642,QC-02,Quay Crane,6.14,0.53,192,Operational
CRN07251,DR02639,PR00004,SR07529,QC-03,Quay Crane,6.03,0.85,118,Operational
CRN07252,DR03469,PR00006,SR00729,QC-07,Quay Crane,6.93,0.96,177,Operational
CRN07253,DR08637,PR00004,SR05751,QC-01,Quay Crane,8.39,0.57,230,Operational
CRN07254,DR09160,PR00006,SR00373,QC-01,Quay Crane,8.73,0.72,210,Operational
CRN07255,DR07689,PR00004,SR05782,QC-05,Quay Crane,5.16,1.72,80,Maintenance
CRN07256,DR08241,PR00006,SR04152,QC-07,Quay Crane,6.23,1.39,188,Inspection
CRN07257,DR02998,PR00004,SR09967,QC-02,Quay Crane,4.68,0.73,112,Operational
CRN07258,DR06999,PR00002,SR09594,QC-01,Quay Crane,8.8,0.51,215,Operational
CRN07259,DR07909,PR00001,SR07670,QC-01,Quay Crane,7.76,0.53,216,Operational
CRN07260,DR04842,PR00001,SR01477,QC-04,Quay Crane,7.77,0.37,195,Operational
CRN07261,DR07745,PR00003,SR09686,QC-01,Quay Crane,7.21,0.46,177,Operational
CRN07262,DR07904,PR00007,SR04795,QC-08,RTG Crane,7.59,0.6,201,Operational
CRN07263,DR05918,PR00005,SR09878,QC-02,Quay Crane,7.63,0.68,196,Operational
CRN07264,DR06962,PR00005,SR05881,QC-08,Quay Crane,7.71,0.47,250,Operational
CRN07265,DR03676,PR00004,SR08250,QC-03,Quay Crane,5.94,1.4,163,Inspection
CRN07266,DR07904,PR00007,SR03574,QC-02,Quay Crane,8.53,0.4,209,Operational
CRN07267,DR07863,PR00005,SR00104,QC-02,Quay Crane,9.03,1.09,281,Inspection
CRN07268,DR03481,PR00002,SR03629,QC-08,Quay Crane,7.57,0.98,194,Operational
CRN07269,DR05098,PR00003,SR09759,QC-06,RTG Crane,6.86,0.88,232,Operational
CRN07270,DR00557,PR00003,SR08851,QC-06,Quay Crane,10.0,1.06,241,Inspection
CRN07271,DR03785,PR00001,SR06991,QC-02,RTG Crane,8.31,1.0,205,Operational
CRN07272,DR02213,PR00002,SR01489,QC-06,Quay Crane,4.77,1.23,75,Inspection
CRN07273,DR07307,PR00002,SR06931,QC-01,Quay Crane,8.19,0.55,206,Operational
CRN07274,DR05126,PR00001,SR06214,QC-01,Quay Crane,8.91,0.79,330,Operational
CRN07275,DR01647,PR00002,SR05046,QC-01,Quay Crane,6.95,0.72,180,Operational
CRN07276,DR08847,PR00007,SR04842,QC-05,Quay Crane,5.26,1.7,147,Maintenance
CRN07277,DR01287,PR00002,SR01206,QC-08,Quay Crane,9.06,0.39,230,Operational
CRN07278,DR02123,PR00006,SR07073,QC-06,RTG Crane,7.66,0.68,203,Operational
CRN07279,DR09769,PR00001,SR02515,QC-01,Quay Crane,9.05,0.18,255,Operational
CRN07280,DR05912,PR00007,SR00230,QC-01,RTG Crane,7.54,0.47,232,Operational
CRN07281,DR07608,PR00005,SR04820,QC-03,RTG Crane,4.66,1.39,107,Inspection
CRN07282,DR09978,PR00007,SR00882,QC-04,RTG Crane,8.31,0.51,259,Operational
CRN07283,DR01019,PR00003,SR01685,QC-02,RTG Crane,8.24,0.67,202,Operational
CRN07284,DR06431,PR00004,SR07914,QC-01,Quay Crane,5.76,0.28,155,Operational
CRN07285,DR00755,PR00003,SR07974,QC-07,Quay Crane,10.0,1.41,255,Inspection
CRN07286,DR01646,PR00003,SR03821,QC-07,RTG Crane,5.83,1.25,162,Inspection
CRN07287,DR07369,PR00005,SR04555,QC-04,RTG Crane,6.12,0.82,172,Operational
