Movement_ID,Date_Record_ID,Port_Record_ID,Ship_Record_ID,Container_ID,Movement_Type,Status,Movement_Time_Min,Dwell_Time_Hours,Customs_Delay_Hours
MV09194,DR00491,PR00006,SR00653,CONT06195,Export,In Yard,108,51.4,0.0
MV09195,DR09623,PR00003,SR07946,CONT08370,Import,Customs Hold,93,47.3,12.4
MV09196,DR05859,PR00005,SR05045,CONT05038,Transshipment,Loaded,92,55.6,0.0
MV09197,DR01041,PR00006,SR09841,CONT00258,Import,In Yard,107,63.8,0.0
MV09198,DR00720,PR00006,SR06052,CONT07549,Import,Gate Out,81,43.8,0.0
MV09199,DR01452,PR00001,SR05066,CONT09992,Export,Customs Hold,92,51.9,9.6
MV09200,DR05711,PR00001,SR08156,CONT02069,Import,Discharged,92,49.1,0.0
MV09201,DR00136,PR00007,SR00661,CONT03012,Import,Loaded,83,89.6,0.0
MV09202,DR02363,PR00004,SR00816,CONT09613,Export,In Yard,97,60.2,4.5
MV09203,DR09525,PR00003,SR00115,CONT05881,Import,Gate Out,81,54.0,0.0
MV09204,DR09483,PR00001,SR09659,CONT01276,Export,Discharged,106,38.6,0.0
MV09205,DR08280,PR00001,SR07280,CONT07889,Import,Loaded,66,24.6,0.0
MV09206,DR04457,PR00007,SR06008,CONT08624,Import,Gate Out,110,55.9,0.0
MV09207,DR03704,PR00003,SR00685,CONT07845,Import,Loaded,55,16.8,4.6
MV09208,DR06275,PR00006,SR02448,CONT04586,Export,Loaded,89,74.6,0.0
MV09209,DR01115,PR00002,SR07620,CONT06844,Import,In Yard,81,20.7,0.0
MV09210,DR05967,PR00002,SR00834,CONT01697,Import,Customs Hold,136,34.1,18.3
MV09211,DR01039,PR00004,SR01569,CONT01047,Import,Gate Out,154,61.5,3.8
MV09212,DR09232,PR00006,SR06428,CONT07377,Import,In Yard,141,51.0,0.0
MV09213,DR02089,PR00002,SR03304,CONT04852,Export,Gate Out,65,47.9,0.0
MV09214,DR08224,PR00002,SR06509,CONT03850,Export,In Yard,40,28.6,0.0
MV09215,DR00778,PR00004,SR03263,CONT05787,Import,Loaded,52,38.8,0.0
MV09216,DR07921,PR00001,SR01294,CONT01876,Import,Discharged,90,48.9,0.0
MV09217,DR09471,PR00003,SR04317,CONT00798,Export,Loaded,113,30.2,0.0
MV09218,DR03207,PR00004,SR03118,CONT08611,Import,Discharged,115,45.1,2.2
MV09219,DR01768,PR00001,SR05334,CONT08324,Transshipment,Customs Hold,93,44.1,8.5
MV09220,DR03487,PR00004,SR00986,CONT01368,Import,Gate Out,89,47.0,0.0
MV09221,DR05331,PR00001,SR08925,CONT06413,Transshipment,Gate Out,85,53.8,0.0
MV09222,DR03760,PR00005,SR08676,CONT09794,Import,Customs Hold,69,46.0,18.7
MV09223,DR01426,PR00006,SR05683,CONT07633,Export,Loaded,100,44.1,0.0
MV09224,DR03713,PR00006,SR02420,CONT09094,Import,Gate Out,75,23.3,0.0
MV09225,DR07848,PR00005,SR05486,CONT08691,Transshipment,In Yard,102,63.4,0.0
MV09226,DR08821,PR00004,SR04550,CONT00614,Import,Gate Out,83,30.5,0.0
MV09227,DR09286,PR00002,SR01246,CONT01679,Export,Gate Out,102,70.6,0.0
MV09228,DR04846,PR00003,SR06420,CONT04963,Import,Loaded,68,30.0,0.0
MV09229,DR04403,PR00001,SR08285,CONT00945,Export,Loaded,78,43.3,0.0
MV09230,DR06655,PR00005,SR01933,CONT06678,Export,Gate Out,100,58.3,0.0
MV09231,DR05388,PR00001,SR06113,CONT02402,Export,Discharged,55,35.4,0.0
MV09232,DR02263,PR00003,SR06913,CONT08016,Export,Gate Out,77,41.1,1.1
MV09233,DR09344,PR00003,SR01465,CONT00585,Export,In Yard,103,37.3,0.0
MV09234,DR09869,PR00004,SR05266,CONT08191,Export,Discharged,81,67.1,0.0
MV09235,DR05686,PR00002,SR01296,CONT01610,Import,Customs Hold,85,46.1,16.1
MV09236,DR09615,PR00003,SR06874,CONT00329,Import,Gate Out,103,43.5,1.5
MV09237,DR02875,PR00004,SR06278,CONT01388,Export,In Yard,88,47.7,0.0
MV09238,DR06040,PR00007,SR07361,CONT07307,Import,In Yard,108,61.7,0.0
MV09239,DR08135,PR00005,SR07855,CONT09612,Export,In Yard,90,51.1,0.0
MV09240,DR09208,PR00002,SR02395,CONT00099,Import,Customs Hold,76,39.9,14.7
MV09241,DR05910,PR00006,SR04191,CONT00707,Transshipment,In Yard,108,24.8,0.0
MV09242,DR08342,PR00001,SR00086,CONT08959,Export,Gate Out,106,57.0,0.0
MV09243,DR05549,PR00002,SR05855,CONT07564,Import,Discharged,97,52.1,0.0
MV09244,DR00933,PR00001,SR01661,CONT08408,Export,Gate Out,95,34.2,0.0
MV09245,DR07099,PR00003,SR05515,CONT08626,Export,Loaded,42,41.2,0.0
MV09246,DR09700,PR00004,SR05739,CONT04449,Import,Loaded,102,68.6,0.0
MV09247,DR05164,PR00003,SR07658,CONT07748,Import,Gate Out,90,50.3,0.0
MV09248,DR03014,PR00006,SR05391,CONT08793,Import,Loaded,133,77.1,0.0
MV09249,DR00300,PR00004,SR03685,CONT05675,Import,Loaded,92,61.9,0.0
MV09250,DR02047,PR00002,SR08311,CONT05565,Import,In Yard,100,22.4,0.0
MV09251,DR04288,PR00003,SR00632,CONT03742,Import,Gate Out,61,53.4,0.0
MV09252,DR09906,PR00005,SR01365,CONT08689,Import,Gate Out,72,19.3,0.0
MV09253,DR03995,PR00003,SR07099,CONT00694,Import,Loaded,67,62.6,1.8
MV09254,DR01024,PR00003,SR00759,CONT05412,Import,Gate Out,105,58.5,0.0
MV09255,DR08892,PR00003,SR04812,CONT07642,Import,In Yard,73,68.8,0.0
MV09256,DR06416,PR00004,SR06062,CONT00146,Export,In Yard,105,50.3,0.0
MV09257,DR07473,PR00002,SR05992,CONT05870,Import,Discharged,89,41.2,0.0
MV09258,DR09327,PR00006,SR06172,CONT04978,Import,Loaded,87,65.6,4.8
MV09259,DR09664,PR00002,SR03102,CONT02203,Export,In Yard,63,28.2,0.0
MV09260,DR09912,PR00001,SR07911,CONT03198,Export,Loaded,75,40.5,0.0
MV09261,DR07646,PR00005,SR03796,CONT06008,Export,Loaded,86,45.0,0.0
MV09262,DR08736,PR00006,SR03065,CONT00775,Transshipment,Gate Out,73,37.9,0.0
MV09263,DR05147,PR00004,SR04876,CONT03640,Export,Gate Out,101,41.1,0.0
MV09264,DR09005,PR00003,SR00232,CONT09502,Export,Gate Out,44,39.1,0.0
MV09265,DR09702,PR00007,SR00042,CONT06305,Import,Discharged,138,62.3,0.0
MV09266,DR04790,PR00003,SR09105,CONT09742,Export,Customs Hold,84,66.3,10.2
MV09267,DR02819,PR00003,SR04929,CONT05498,Export,Loaded,106,41.3,0.0
MV09268,DR09567,PR00004,SR03451,CONT04649,Export,Gate Out,83,43.7,0.0
MV09269,DR08039,PR00003,SR05575,CONT02392,Import,Gate Out,104,12.3,0.0
MV09270,DR01943,PR00004,SR05212,CONT03451,Transshipment,Gate Out,79,59.5,5.8
MV09271,DR02013,PR00007,SR04345,CONT01841,Import,In Yard,96,31.3,0.0
MV09272,DR02553,PR00002,SR01751,CONT09269,Export,Discharged,81,49.7,3.8
MV09273,DR07872,PR00001,SR03794,CONT02587,Transshipment,In Yard,88,49.8,0.0
MV09274,DR02106,PR00003,SR02124,CONT02421,Export,Customs Hold,89,59.9,5.3
MV09275,DR03632,PR00003,SR01239,CONT05091,Import,In Yard,77,33.6,0.0
MV09276,DR06952,PR00005,SR09952,CONT09897,Import,Customs Hold,94,53.5,18.1
MV09277,DR02917,PR00007,SR04344,CONT09617,Export,In Yard,113,66.2,0.0
MV09278,DR00343,PR00005,SR01289,CONT04830,Export,Loaded,87,47.0,0.0
MV09279,DR08652,PR00007,SR05975,CONT06474,Import,In Yard,105,37.6,2.1
MV09280,DR02249,PR00002,SR08290,CONT03642,Export,Gate Out,119,28.4,0.0
MV09281,DR09019,PR00002,SR07062,CONT08614,Transshipment,Loaded,92,66.9,0.0
MV09282,DR04522,PR00002,SR06953,CONT07648,Import,Gate Out,54,37.8,0.0
MV09283,DR04214,PR00006,SR09188,CONT02014,Import,Discharged,70,38.4,0.0
MV09284,DR03646,PR00001,SR07821,CONT09316,Export,Discharged,105,76.9,0.0
MV09285,DR00316,PR00001,SR02886,CONT00115,Export,In Yard,112,52.0,0.0
MV09286,DR00039,PR00003,SR01552,CONT08104,Transshipment,In Yard,71,59.9,0.0
MV09287,DR05981,PR00002,SR06163,CONT04065,Export,Discharged,99,62.8,0.0
MV09288,DR02313,PR00004,SR05755,CONT07172,Import,Discharged,104,28.2,0.0
MV09289,DR03329,PR00006,SR07995,CONT04724,Export,Loaded,70,63.5,0.0
MV09290,DR00536,PR00001,SR00164,CONT01069,Export,Loaded,43,57.7,0.0
MV09291,DR06783,PR00004,SR09193,CONT01595,Import,Loaded,60,34.7,0.0
MV09292,DR02330,PR00001,SR06419,CONT01293,Import,In Yard,107,55.8,0.0
MV09293,DR00289,PR00002,SR08434,CONT08113,Export,Customs Hold,80,48.1,9.5
MV09294,DR05140,PR00002,SR02113,CONT08610,Import,Loaded,23,30.3,0.0
MV09295,DR02914,PR00004,SR04491,CONT09531,Transshipment,Gate Out,87,54.4,3.0
MV09296,DR03617,PR00004,SR00279,CONT06349,Import,Loaded,89,40.2,0.0
MV09297,DR07074,PR00004,SR07729,CONT05148,Import,Loaded,69,76.2,0.0
MV09298,DR08250,PR00006,SR09963,CONT06870,Transshipment,Gate Out,119,55.6,1.5
MV09299,DR07684,PR00001,SR00588,CONT03111,Import,Gate Out,132,53.4,0.0
MV09300,DR03784,PR00005,SR00714,CONT07254,Import,In Yard,82,26.8,0.0
MV09301,DR01258,PR00004,SR01314,CONT03853,Import,In Yard,76,47.6,0.0
MV09302,DR03995,PR00001,SR02905,CONT01086,Transshipment,In Yard,55,57.9,0.0
MV09303,DR01853,PR00002,SR03715,CONT07406,Transshipment,Discharged,94,31.9,0.0
MV09304,DR03151,PR00001,SR03821,CONT02876,Import,Discharged,43,27.2,0.0
MV09305,DR09726,PR00001,SR02427,CONT02345,Export,In Yard,118,34.8,0.0
MV09306,DR01566,PR00002,SR04634,CONT07495,Export,Discharged,85,26.5,0.0
MV09307,DR01129,PR00002,SR05605,CONT01810,Import,Gate Out,88,28.7,0.0
MV09308,DR02020,PR00007,SR03640,CONT09695,Import,Loaded,96,64.4,0.0
MV09309,DR03760,PR00006,SR03918,CONT00003,Export,In Yard,119,37.0,0.0
MV09310,DR09271,PR00004,SR07625,CONT09512,Import,Discharged,76,15.3,0.0
MV09311,DR04825,PR00005,SR06299,CONT02336,Export,Gate Out,46,33.1,0.0
MV09312,DR05084,PR00007,SR02553,CONT01318,Import,Discharged,70,43.7,1.3
MV09313,DR01488,PR00003,SR06745,CONT02470,Export,Gate Out,103,56.5,0.0
MV09314,DR09123,PR00003,SR01732,CONT05476,Import,Discharged,107,37.5,0.0
MV09315,DR08217,PR00004,SR07597,CONT07954,Import,Customs Hold,130,42.9,15.9
MV09316,DR05990,PR00007,SR05475,CONT01100,Import,Discharged,61,54.0,0.0
MV09317,DR02146,PR00006,SR04266,CONT00162,Transshipment,Discharged,94,55.3,0.0
MV09318,DR03445,PR00001,SR04594,CONT05886,Import,In Yard,76,54.2,0.0
MV09319,DR05689,PR00005,SR01270,CONT05759,Import,Gate Out,93,56.2,0.0
MV09320,DR09892,PR00002,SR03088,CONT05981,Import,In Yard,80,15.9,0.0
MV09321,DR05989,PR00002,SR01256,CONT00356,Import,Discharged,72,30.1,0.0
MV09322,DR00674,PR00004,SR02181,CONT01950,Export,Gate Out,59,62.8,0.0
MV09323,DR00970,PR00005,SR02579,CONT05226,Import,Loaded,19,67.0,0.0
MV09324,DR09244,PR00001,SR06731,CONT09832,Export,In Yard,54,38.9,0.0
MV09325,DR07094,PR00002,SR07102,CONT07285,Export,Loaded,76,41.2,0.0
MV09326,DR04191,PR00005,SR09491,CONT02555,Export,In Yard,105,37.0,0.0
MV09327,DR09643,PR00001,SR01451,CONT02218,Export,Loaded,73,54.5,0.0
MV09328,DR07917,PR00006,SR00798,CONT08737,Import,Discharged,86,33.7,0.0
MV09329,DR04559,PR00003,SR04305,CONT00699,Export,Gate Out,43,64.5,0.0
MV09330,DR08038,PR00004,SR02081,CONT09755,Export,Discharged,57,37.4,0.0
MV09331,DR00162,PR00001,SR02930,CONT09782,Transshipment,Loaded,79,30.8,0.0
MV09332,DR03068,PR00007,SR08868,CONT09740,Transshipment,In Yard,125,25.8,0.0
MV09333,DR07571,PR00007,SR00224,CONT02566,Export,Discharged,90,41.5,0.0
MV09334,DR00791,PR00001,SR02217,CONT07258,Import,Gate Out,25,32.4,0.0
MV09335,DR00905,PR00004,SR02191,CONT00713,Import,Loaded,100,46.4,0.0
MV09336,DR07882,PR00006,SR03534,CONT07684,Export,Discharged,118,51.6,0.0
MV09337,DR06959,PR00001,SR07968,CONT09708,Transshipment,Loaded,97,64.0,0.0
MV09338,DR07357,PR00004,SR05834,CONT03360,Import,In Yard,35,46.5,0.0
MV09339,DR09605,PR00006,SR04401,CONT04507,Export,Gate Out,85,44.0,0.0
MV09340,DR02656,PR00003,SR00042,CONT03889,Import,Gate Out,75,53.8,0.0
MV09341,DR00227,PR00007,SR08746,CONT07598,Import,Gate Out,70,31.1,0.0
MV09342,DR08467,PR00001,SR00303,CONT09661,Import,Loaded,61,49.3,0.0
MV09343,DR05107,PR00007,SR01175,CONT02027,Import,In Yard,119,60.0,0.0
MV09344,DR05529,PR00007,SR01965,CONT00767,Export,In Yard,47,64.5,0.0
MV09345,DR08101,PR00001,SR04146,CONT05142,Import,In Yard,41,20.2,0.0
MV09346,DR07636,PR00003,SR08217,CONT05003,Export,Loaded,69,31.7,0.0
MV09347,DR06956,PR00004,SR08353,CONT05719,Export,Gate Out,83,32.0,1.4
MV09348,DR04752,PR00006,SR00434,CONT02446,Export,Discharged,66,53.7,0.0
MV09349,DR04025,PR00001,SR05828,CONT00711,Import,Discharged,73,44.9,0.0
MV09350,DR00923,PR00002,SR06745,CONT01731,Import,Customs Hold,94,54.9,7.6
MV09351,DR09270,PR00006,SR05781,CONT01421,Export,Loaded,90,18.1,0.0
MV09352,DR00858,PR00003,SR03993,CONT02931,Export,In Yard,56,56.1,0.0
MV09353,DR08537,PR00004,SR03948,CONT07635,Import,Discharged,101,53.6,5.2
MV09354,DR06733,PR00004,SR01861,CONT07885,Import,Loaded,79,53.7,0.0
MV09355,DR03486,PR00007,SR05278,CONT05442,Transshipment,Loaded,114,53.8,0.0
MV09356,DR09990,PR00001,SR02269,CONT06804,Import,In Yard,102,35.8,0.0
MV09357,DR04467,PR00007,SR09991,CONT06788,Import,Gate Out,126,61.7,0.0
MV09358,DR07752,PR00004,SR03474,CONT04695,Transshipment,Discharged,50,39.5,2.8
MV09359,DR04074,PR00007,SR05764,CONT01654,Export,In Yard,106,55.8,0.0
MV09360,DR04606,PR00001,SR05870,CONT04363,Import,Gate Out,92,48.4,0.0
MV09361,DR09169,PR00004,SR01479,CONT04471,Export,Gate Out,81,45.2,0.0
MV09362,DR08758,PR00006,SR07860,CONT03264,Import,Discharged,95,35.8,0.0
MV09363,DR04411,PR00006,SR02484,CONT00245,Export,In Yard,89,43.1,0.0
MV09364,DR04858,PR00001,SR05421,CONT07599,Export,Gate Out,66,65.1,0.0
MV09365,DR00539,PR00003,SR04832,CONT01005,Export,Discharged,78,35.8,0.0
MV09366,DR05678,PR00001,SR03302,CONT01445,Transshipment,Discharged,113,47.2,0.0
MV09367,DR09690,PR00001,SR00409,CONT08657,Export,In Yard,79,50.8,0.0
MV09368,DR03341,PR00005,SR03150,CONT02278,Import,Loaded,83,77.6,0.0
MV09369,DR03460,PR00007,SR05046,CONT09854,Export,Discharged,103,45.7,0.0
MV09370,DR06788,PR00004,SR07703,CONT04393,Export,Discharged,67,26.5,0.0
MV09371,DR04717,PR00001,SR03642,CONT04046,Export,Loaded,84,46.7,0.0
MV09372,DR05699,PR00002,SR00338,CONT01719,Import,Loaded,109,36.9,0.0
MV09373,DR03094,PR00003,SR09834,CONT07047,Import,Loaded,90,50.8,4.6
MV09374,DR09405,PR00001,SR01958,CONT05610,Transshipment,Gate Out,49,43.9,0.0
MV09375,DR03776,PR00006,SR04993,CONT03687,Import,In Yard,97,47.3,0.0
MV09376,DR03959,PR00001,SR05861,CONT03048,Export,In Yard,130,38.5,0.0
MV09377,DR09919,PR00001,SR00384,CONT07190,Export,Customs Hold,14,44.6,9.5
MV09378,DR04927,PR00005,SR06225,CONT06890,Import,In Yard,70,64.2,0.0
MV09379,DR07370,PR00001,SR09190,CONT08952,Import,Discharged,82,36.6,0.0
MV09380,DR01732,PR00003,SR06720,CONT00106,Import,In Yard,119,51.2,0.0
MV09381,DR02812,PR00003,SR07717,CONT00557,Import,In Yard,88,28.4,0.0
MV09382,DR07719,PR00001,SR01661,CONT05162,Export,Discharged,61,47.5,0.0
MV09383,DR02723,PR00004,SR04317,CONT01706,Import,Loaded,95,39.4,1.4
MV09384,DR09832,PR00003,SR09974,CONT09852,Import,Loaded,43,38.0,0.0
MV09385,DR00878,PR00004,SR05521,CONT05126,Export,In Yard,97,66.9,0.0
MV09386,DR09783,PR00002,SR09064,CONT08077,Export,Gate Out,100,30.9,0.0
MV09387,DR06811,PR00002,SR06921,CONT08066,Import,In Yard,81,54.8,0.0
MV09388,DR04775,PR00004,SR06572,CONT01218,Import,Discharged,59,43.0,0.0
MV09389,DR01610,PR00001,SR05480,CONT04913,Export,Discharged,120,45.6,0.0
MV09390,DR05295,PR00001,SR02790,CONT03271,Export,Loaded,105,32.7,0.0
MV09391,DR03856,PR00002,SR06909,CONT06509,Export,Loaded,55,43.1,4.6
MV09392,DR02996,PR00001,SR07926,CONT08676,Import,Gate Out,74,70.2,0.0
MV09393,DR05834,PR00001,SR04549,CONT04023,Export,Discharged,48,5.0,0.0
MV09394,DR09707,PR00007,SR05288,CONT00698,Export,In Yard,79,19.6,0.0
MV09395,DR06985,PR00003,SR06374,CONT00279,Export,In Yard,100,42.7,0.0
MV09396,DR01155,PR00003,SR07586,CONT07067,Transshipment,Loaded,63,51.3,0.0
MV09397,DR09717,PR00002,SR05050,CONT01649,Export,Discharged,64,59.7,0.0
MV09398,DR07780,PR00001,SR03596,CONT00755,Import,Loaded,61,45.9,0.0
MV09399,DR07745,PR00005,SR00017,CONT05692,Export,Gate Out,98,20.7,0.0
MV09400,DR05602,PR00005,SR05435,CONT02506,Export,Loaded,92,54.0,0.0
MV09401,DR00653,PR00007,SR06923,CONT05543,Import,Gate Out,129,48.8,0.0
MV09402,DR06454,PR00001,SR00776,CONT09836,Import,In Yard,94,57.5,0.0
MV09403,DR06153,PR00001,SR08205,CONT03731,Import,Gate Out,40,24.7,0.0
MV09404,DR06325,PR00005,SR05454,CONT08854,Transshipment,Loaded,65,28.1,0.0
MV09405,DR03764,PR00002,SR06488,CONT01877,Export,Loaded,64,35.6,0.0
MV09406,DR04364,PR00001,SR00392,CONT03943,Export,Loaded,72,48.4,0.0
MV09407,DR05558,PR00002,SR06103,CONT01782,Export,Discharged,14,40.5,0.0
MV09408,DR05204,PR00001,SR02456,CONT06755,Export,Gate Out,40,34.2,0.0
MV09409,DR08168,PR00006,SR08840,CONT02173,Export,Loaded,83,41.5,0.0
MV09410,DR06975,PR00006,SR08537,CONT04620,Import,In Yard,77,41.8,0.0
MV09411,DR05020,PR00004,SR04477,CONT01768,Import,In Yard,91,65.8,0.0
MV09412,DR09511,PR00003,SR08158,CONT00418,Export,Loaded,67,70.2,0.0
MV09413,DR01793,PR00005,SR04844,CONT09962,Export,Discharged,73,55.5,0.0
MV09414,DR04084,PR00004,SR04164,CONT08380,Export,In Yard,58,55.8,0.0
MV09415,DR02814,PR00006,SR06833,CONT07000,Transshipment,Gate Out,108,38.0,0.0
MV09416,DR04459,PR00003,SR04121,CONT07889,Export,Gate Out,70,58.6,0.0
MV09417,DR01758,PR00007,SR03113,CONT00989,Import,Discharged,102,42.5,0.0
MV09418,DR01757,PR00002,SR01683,CONT09599,Import,Gate Out,76,25.0,0.0
MV09419,DR06305,PR00004,SR03887,CONT06344,Import,Loaded,95,61.5,0.0
MV09420,DR06733,PR00006,SR08298,CONT00828,Export,Loaded,108,50.7,0.0
MV09421,DR04867,PR00006,SR00792,CONT09268,Export,In Yard,102,71.6,0.0
MV09422,DR09183,PR00007,SR01963,CONT02028,Import,Loaded,68,55.7,0.0
MV09423,DR04718,PR00003,SR00775,CONT02676,Export,In Yard,91,32.2,0.0
MV09424,DR05324,PR00005,SR00712,CONT02894,Export,Discharged,94,50.4,0.0
MV09425,DR02220,PR00002,SR07873,CONT01774,Import,Loaded,82,27.8,0.0
MV09426,DR02397,PR00004,SR06523,CONT06166,Export,Gate Out,99,66.9,0.0
MV09427,DR05200,PR00001,SR08702,CONT06451,Import,In Yard,104,43.1,0.0
MV09428,DR04631,PR00003,SR09056,CONT09602,Export,Loaded,99,30.4,0.0
MV09429,DR02892,PR00007,SR06935,CONT07759,Export,Loaded,64,18.6,0.0
MV09430,DR04744,PR00006,SR08900,CONT08281,Import,Loaded,119,64.7,0.0
MV09431,DR02610,PR00003,SR07292,CONT03097,Export,In Yard,96,42.5,0.0
MV09432,DR02374,PR00001,SR09207,CONT08800,Export,Discharged,62,30.6,0.0
MV09433,DR03497,PR00003,SR07329,CONT07729,Import,Gate Out,87,51.3,0.0
MV09434,DR05574,PR00001,SR01660,CONT09826,Export,Loaded,98,28.5,0.0
MV09435,DR06216,PR00001,SR00643,CONT01678,Export,Loaded,103,26.3,0.0
MV09436,DR06164,PR00007,SR09478,CONT07407,Export,Discharged,102,55.5,0.0
MV09437,DR05580,PR00003,SR06578,CONT07743,Import,Loaded,95,36.9,0.0
MV09438,DR02546,PR00001,SR00845,CONT05049,Import,In Yard,33,33.0,0.0
MV09439,DR05004,PR00005,SR05882,CONT06367,Import,Discharged,92,38.8,0.0
MV09440,DR04537,PR00001,SR07843,CONT02127,Import,Gate Out,91,20.3,0.0
MV09441,DR08749,PR00003,SR06842,CONT07249,Export,Loaded,101,21.7,0.0
MV09442,DR06511,PR00002,SR06589,CONT03141,Transshipment,Gate Out,88,48.8,0.0
MV09443,DR04423,PR00001,SR09298,CONT09927,Import,In Yard,77,60.3,0.0
MV09444,DR09079,PR00003,SR03658,CONT06182,Export,Gate Out,85,51.7,0.0
MV09445,DR07008,PR00005,SR05643,CONT00283,Export,Loaded,82,42.3,0.0
MV09446,DR00896,PR00003,SR07497,CONT09396,Export,Discharged,60,65.5,0.0
MV09447,DR00228,PR00006,SR03754,CONT02654,Export,Gate Out,164,46.5,0.0
MV09448,DR08976,PR00007,SR03146,CONT04709,Import,Loaded,101,61.6,0.0
MV09449,DR05120,PR00006,SR05128,CONT07674,Export,Gate Out,101,35.1,0.0
MV09450,DR01336,PR00007,SR00001,CONT04994,Import,In Yard,83,35.6,0.0
MV09451,DR01325,PR00007,SR01972,CONT04579,Import,Discharged,89,63.5,0.0
MV09452,DR04935,PR00006,SR02879,CONT05272,Export,Loaded,108,57.1,0.0
MV09453,DR03926,PR00002,SR02135,CONT03492,Import,In Yard,74,55.7,0.0
MV09454,DR08805,PR00001,SR08348,CONT08247,Import,Customs Hold,74,20.6,15.1
MV09455,DR05337,PR00005,SR04157,CONT05799,Import,Loaded,61,57.4,0.0
MV09456,DR09202,PR00006,SR03047,CONT06511,Import,In Yard,66,50.3,0.0
MV09457,DR01926,PR00006,SR09530,CONT09229,Import,Customs Hold,109,46.3,16.7
MV09458,DR07908,PR00004,SR03311,CONT05004,Import,Gate Out,111,58.1,2.0
MV09459,DR00698,PR00006,SR04256,CONT00289,Import,In Yard,44,55.8,0.0
MV09460,DR00937,PR00005,SR04470,CONT06090,Export,In Yard,76,36.4,0.0
MV09461,DR01545,PR00004,SR08805,CONT02259,Export,Gate Out,42,33.0,0.0
MV09462,DR03146,PR00001,SR04949,CONT01538,Transshipment,Discharged,101,40.2,0.0
MV09463,DR03835,PR00003,SR06551,CONT09792,Transshipment,Gate Out,100,18.1,0.0
MV09464,DR01931,PR00001,SR00988,CONT00263,Export,Gate Out,41,40.3,0.0
MV09465,DR00571,PR00001,SR00324,CONT07131,Export,Customs Hold,122,57.8,13.5
MV09466,DR05209,PR00004,SR08475,CONT03351,Import,In Yard,72,45.9,0.0
MV09467,DR00891,PR00001,SR07194,CONT08797,Import,In Yard,88,50.2,0.0
MV09468,DR03909,PR00007,SR01854,CONT09786,Transshipment,Gate Out,99,66.3,0.0
MV09469,DR03090,PR00003,SR00774,CONT01244,Transshipment,In Yard,57,37.7,0.0
MV09470,DR09186,PR00005,SR03133,CONT06573,Export,In Yard,81,27.6,0.0
MV09471,DR01143,PR00001,SR03343,CONT01049,Export,Loaded,83,37.7,0.0
MV09472,DR02390,PR00006,SR04088,CONT00836,Import,Gate Out,82,60.4,0.0
MV09473,DR09435,PR00003,SR01559,CONT07595,Import,Gate Out,42,41.7,0.0
MV09474,DR08478,PR00004,SR01606,CONT05224,Export,Discharged,122,43.7,0.0
MV09475,DR08355,PR00004,SR02857,CONT03701,Import,Loaded,97,58.7,0.0
MV09476,DR03579,PR00003,SR08015,CONT01392,Export,Discharged,65,48.0,0.0
MV09477,DR04072,PR00004,SR03995,CONT05468,Export,Loaded,135,45.7,0.0
MV09478,DR08714,PR00005,SR05119,CONT07044,Export,Gate Out,61,45.5,0.0
MV09479,DR01589,PR00006,SR03965,CONT09354,Export,Gate Out,76,43.4,0.0
MV09480,DR02578,PR00002,SR06234,CONT05778,Import,In Yard,93,53.5,0.0
MV09481,DR01539,PR00007,SR03223,CONT09466,Import,Discharged,100,37.3,0.0
MV09482,DR04184,PR00002,SR03770,CONT06781,Export,In Yard,72,47.8,0.0
MV09483,DR01391,PR00002,SR09655,CONT04170,Export,Loaded,25,48.8,0.0
MV09484,DR03845,PR00002,SR08074,CONT07571,Transshipment,In Yard,80,44.6,0.0
MV09485,DR03919,PR00002,SR08273,CONT05488,Import,Gate Out,74,48.7,0.0
MV09486,DR07620,PR00002,SR04521,CONT04109,Import,Gate Out,87,46.4,0.0
MV09487,DR02818,PR00006,SR02231,CONT00610,Import,In Yard,69,52.4,0.0
MV09488,DR06207,PR00004,SR09724,CONT02513,Export,Loaded,65,39.8,0.0
MV09489,DR05775,PR00007,SR06270,CONT04565,Import,In Yard,96,49.3,0.0
MV09490,DR09425,PR00001,SR08974,CONT00818,Import,Gate Out,86,34.3,0.0
MV09491,DR03350,PR00004,SR09809,CONT06929,Import,Gate Out,84,45.0,0.0
MV09492,DR01593,PR00001,SR05414,CONT09347,Import,Discharged,107,17.9,0.0
MV09493,DR00985,PR00003,SR01739,CONT08389,Export,In Yard,78,47.4,3.6
MV09494,DR10000,PR00003,SR08126,CONT00142,Import,Gate Out,70,49.0,0.0
MV09495,DR03135,PR00005,SR00142,CONT05604,Export,Discharged,80,43.1,3.3
MV09496,DR00900,PR00005,SR00436,CONT07388,Export,In Yard,58,58.0,0.0
MV09497,DR01556,PR00002,SR05249,CONT06704,Import,In Yard,52,56.9,0.0
MV09498,DR05354,PR00001,SR08137,CONT09038,Import,Discharged,96,45.8,4.0
MV09499,DR05293,PR00003,SR04604,CONT05605,Import,Loaded,102,36.0,0.0
MV09500,DR02074,PR00002,SR00741,CONT04856,Import,Gate Out,86,61.7,0.0
MV09501,DR05285,PR00005,SR06133,CONT09851,Export,In Yard,95,59.6,0.0
MV09502,DR04810,PR00003,SR03311,CONT00103,Transshipment,Loaded,73,44.8,0.0
MV09503,DR01495,PR00006,SR00180,CONT07028,Import,Customs Hold,88,36.7,11.1
MV09504,DR07635,PR00007,SR03858,CONT06781,Import,Loaded,92,49.9,3.0
