Truck_Movement_ID,Date_Record_ID,Port_Record_ID,Container_ID,Gate_ID,Truck_Type,Arrival_Hour,Waiting_Minutes,Processing_Minutes,Gate_Status
TRK09208,DR01725,PR00006,CONT08436,Gate 5,Trailer,6,51.6,21.4,Completed
TRK09209,DR07546,PR00002,CONT08972,Gate 1,Container Truck,13,33.8,23.8,Completed
TRK09210,DR02310,PR00002,CONT00243,Gate 2,Trailer,7,53.6,24.3,Cancelled
TRK09211,DR00811,PR00004,CONT02532,Gate 3,Container Truck,17,87.5,22.4,Completed
TRK09212,DR07966,PR00006,CONT04164,Gate 2,Container Truck,9,88.7,24.0,Completed
TRK09213,DR07764,PR00002,CONT04547,Gate 3,Trailer,16,90.9,22.4,Completed
TRK09214,DR04375,PR00002,CONT00006,Gate 2,Trailer,16,68.5,13.0,Completed
TRK09215,DR08796,PR00004,CONT00043,Gate 3,Container Truck,20,88.7,27.8,Completed
TRK09216,DR01791,PR00001,CONT09046,Gate 1,Container Truck,10,63.6,13.2,Completed
TRK09217,DR09025,PR00003,CONT04775,Gate 4,Container Truck,9,49.9,23.7,Completed
TRK09218,DR09754,PR00004,CONT07977,Gate 1,Container Truck,10,46.5,15.1,Completed
TRK09219,DR06238,PR00001,CONT06071,Gate 5,Tanker,12,47.0,20.2,Completed
TRK09220,DR03934,PR00004,CONT01301,Gate 1,Container Truck,7,32.4,15.6,Cancelled
TRK09221,DR03302,PR00001,CONT04824,Gate 3,Tanker,22,56.5,25.9,Completed
TRK09222,DR06187,PR00005,CONT07745,Gate 5,Trailer,21,56.1,28.9,Completed
TRK09223,DR02997,PR00006,CONT09984,Gate 2,Container Truck,13,62.7,15.5,Cancelled
TRK09224,DR00824,PR00006,CONT07320,Gate 1,Container Truck,21,28.7,24.7,Completed
TRK09225,DR06478,PR00005,CONT08998,Gate 5,Container Truck,12,62.0,26.3,Completed
TRK09226,DR07549,PR00004,CONT02665,Gate 3,Container Truck,13,59.7,18.9,Completed
TRK09227,DR06231,PR00002,CONT01741,Gate 3,Container Truck,8,65.0,34.1,Completed
TRK09228,DR04641,PR00003,CONT01618,Gate 3,Container Truck,12,55.8,31.1,Completed
TRK09229,DR07282,PR00001,CONT06590,Gate 5,Container Truck,7,59.0,27.0,Completed
TRK09230,DR06821,PR00005,CONT06954,Gate 2,Trailer,18,70.2,25.1,Completed
TRK09231,DR08744,PR00001,CONT09888,Gate 5,Trailer,8,32.2,22.0,Cancelled
TRK09232,DR06235,PR00003,CONT05078,Gate 1,Trailer,9,46.5,27.6,Completed
TRK09233,DR08042,PR00003,CONT02265,Gate 1,Container Truck,15,26.2,23.5,Completed
TRK09234,DR00751,PR00004,CONT07001,Gate 5,Container Truck,13,21.1,19.9,Completed
TRK09235,DR09314,PR00002,CONT08627,Gate 3,Container Truck,16,72.9,22.3,Completed
TRK09236,DR01774,PR00003,CONT09341,Gate 2,Container Truck,21,56.5,15.3,Completed
TRK09237,DR03754,PR00004,CONT05008,Gate 3,Container Truck,15,83.8,17.3,Completed
TRK09238,DR05754,PR00007,CONT03322,Gate 4,Trailer,21,30.3,26.6,Completed
TRK09239,DR03078,PR00005,CONT04208,Gate 3,Container Truck,15,77.8,37.5,Completed
TRK09240,DR09342,PR00002,CONT01111,Gate 5,Trailer,20,84.3,22.3,Completed
TRK09241,DR04571,PR00006,CONT05872,Gate 2,Container Truck,21,59.7,28.5,Completed
TRK09242,DR03958,PR00001,CONT09389,Gate 1,Trailer,12,48.3,15.7,Completed
TRK09243,DR09377,PR00002,CONT03502,Gate 4,Container Truck,8,53.1,35.9,Completed
TRK09244,DR05328,PR00001,CONT08205,Gate 3,Container Truck,14,70.0,39.9,Completed
TRK09245,DR07561,PR00003,CONT09011,Gate 1,Trailer,11,61.9,12.5,Completed
TRK09246,DR02709,PR00004,CONT00803,Gate 3,Container Truck,15,89.9,23.7,Completed
TRK09247,DR03598,PR00003,CONT05398,Gate 3,Trailer,17,78.3,23.0,Completed
TRK09248,DR02383,PR00006,CONT01454,Gate 1,Trailer,18,41.4,24.4,Completed
TRK09249,DR08515,PR00004,CONT02360,Gate 1,Container Truck,16,46.7,28.7,Completed
TRK09250,DR07761,PR00002,CONT07121,Gate 3,Container Truck,19,91.4,30.9,Completed
TRK09251,DR04563,PR00003,CONT06519,Gate 5,Trailer,7,44.9,14.0,Completed
TRK09252,DR08109,PR00005,CONT05644,Gate 3,Tanker,6,58.3,24.6,Completed
TRK09253,DR09323,PR00003,CONT02446,Gate 1,Container Truck,21,34.6,24.2,Completed
TRK09254,DR09992,PR00003,CONT04537,Gate 1,Tanker,19,56.4,34.0,Completed
TRK09255,DR02266,PR00003,CONT05180,Gate 5,Trailer,8,54.8,11.3,Completed
TRK09256,DR09074,PR00004,CONT09797,Gate 1,Trailer,8,37.0,20.7,Completed
TRK09257,DR08486,PR00002,CONT05645,Gate 2,Container Truck,10,69.9,13.6,Completed
TRK09258,DR08266,PR00006,CONT06816,Gate 4,Container Truck,18,49.5,23.5,Completed
TRK09259,DR02262,PR00002,CONT07740,Gate 5,Container Truck,18,71.4,17.8,Completed
TRK09260,DR01032,PR00001,CONT06188,Gate 1,Trailer,12,61.4,19.1,Completed
TRK09261,DR02024,PR00005,CONT00205,Gate 3,Container Truck,10,86.4,13.6,Completed
TRK09262,DR03766,PR00006,CONT05149,Gate 4,Container Truck,8,57.2,24.4,Completed
TRK09263,DR01010,PR00004,CONT07012,Gate 1,Container Truck,6,38.8,24.7,Completed
TRK09264,DR02052,PR00003,CONT09152,Gate 3,Container Truck,11,74.9,28.8,Completed
TRK09265,DR03764,PR00007,CONT01606,Gate 3,Trailer,10,85.0,29.2,Completed
TRK09266,DR00013,PR00003,CONT05776,Gate 1,Container Truck,17,47.1,24.6,Completed
TRK09267,DR06140,PR00003,CONT07944,Gate 1,Container Truck,15,60.4,8.0,Completed
TRK09268,DR06249,PR00004,CONT04297,Gate 5,Container Truck,15,36.4,19.7,Completed
TRK09269,DR06642,PR00003,CONT05724,Gate 2,Trailer,22,83.2,19.1,Completed
TRK09270,DR08083,PR00004,CONT02231,Gate 4,Trailer,17,32.5,20.8,Completed
TRK09271,DR06265,PR00007,CONT06180,Gate 3,Trailer,18,89.6,25.6,Completed
TRK09272,DR05167,PR00002,CONT09918,Gate 4,Container Truck,6,42.8,13.5,Completed
TRK09273,DR03820,PR00001,CONT03163,Gate 1,Container Truck,21,44.3,24.2,Completed
TRK09274,DR07172,PR00003,CONT06010,Gate 3,Trailer,21,81.3,19.8,Completed
TRK09275,DR07876,PR00003,CONT09073,Gate 5,Container Truck,18,62.7,20.6,Completed
TRK09276,DR04037,PR00005,CONT03356,Gate 3,Tanker,22,63.1,15.7,Completed
TRK09277,DR08818,PR00007,CONT00468,Gate 5,Container Truck,8,44.6,10.2,Completed
TRK09278,DR03447,PR00005,CONT05728,Gate 4,Container Truck,10,37.1,27.9,Completed
TRK09279,DR01900,PR00007,CONT07129,Gate 4,Container Truck,12,38.5,16.8,Completed
TRK09280,DR06840,PR00002,CONT02579,Gate 3,Tanker,14,63.3,35.2,Completed
TRK09281,DR06387,PR00002,CONT08385,Gate 2,Container Truck,19,35.9,8.1,Completed
TRK09282,DR00952,PR00002,CONT05995,Gate 4,Trailer,6,39.0,17.5,Completed
TRK09283,DR01081,PR00006,CONT01946,Gate 3,Tanker,12,77.5,20.4,Completed
TRK09284,DR01949,PR00001,CONT05970,Gate 1,Container Truck,21,40.6,14.5,Completed
TRK09285,DR00640,PR00001,CONT05841,Gate 3,Container Truck,7,54.5,48.7,Completed
TRK09286,DR02360,PR00003,CONT06980,Gate 4,Container Truck,12,34.7,18.5,Completed
TRK09287,DR09644,PR00002,CONT02166,Gate 3,Trailer,19,68.9,42.7,Completed
TRK09288,DR00686,PR00004,CONT03533,Gate 3,Container Truck,7,61.5,44.5,Completed
TRK09289,DR04205,PR00006,CONT08791,Gate 3,Container Truck,21,69.0,28.8,Completed
TRK09290,DR06545,PR00001,CONT01190,Gate 1,Trailer,20,38.0,34.8,Completed
TRK09291,DR00716,PR00004,CONT04847,Gate 1,Trailer,22,31.8,16.5,Completed
TRK09292,DR05111,PR00001,CONT02139,Gate 1,Trailer,7,33.6,17.6,Completed
TRK09293,DR08795,PR00002,CONT06514,Gate 1,Trailer,18,62.0,21.2,Completed
TRK09294,DR00973,PR00002,CONT06751,Gate 1,Container Truck,12,54.5,28.9,Completed
TRK09295,DR09268,PR00004,CONT04233,Gate 3,Container Truck,10,80.0,31.5,Completed
TRK09296,DR03243,PR00004,CONT01879,Gate 4,Trailer,7,30.7,18.2,Completed
TRK09297,DR02543,PR00004,CONT08109,Gate 1,Container Truck,15,42.3,29.7,Completed
TRK09298,DR01809,PR00006,CONT07456,Gate 5,Container Truck,8,68.3,18.9,Completed
TRK09299,DR06439,PR00001,CONT01385,Gate 1,Container Truck,18,41.3,29.0,Completed
TRK09300,DR08048,PR00005,CONT02933,Gate 3,Trailer,12,59.5,39.5,Completed
TRK09301,DR00331,PR00004,CONT09518,Gate 4,Container Truck,17,37.7,17.3,Completed
TRK09302,DR09921,PR00001,CONT06775,Gate 5,Container Truck,14,56.0,19.7,Completed
TRK09303,DR04100,PR00002,CONT00804,Gate 2,Container Truck,19,71.4,20.9,Completed
TRK09304,DR01226,PR00001,CONT05050,Gate 2,Trailer,15,60.5,14.1,Completed
TRK09305,DR04520,PR00001,CONT08039,Gate 5,Container Truck,9,61.2,28.0,Completed
TRK09306,DR00257,PR00002,CONT01118,Gate 5,Container Truck,9,82.3,22.2,Completed
TRK09307,DR01356,PR00002,CONT04723,Gate 1,Container Truck,16,43.5,23.8,Completed
TRK09308,DR07240,PR00007,CONT04109,Gate 4,Trailer,16,30.8,14.3,Completed
TRK09309,DR09200,PR00006,CONT01927,Gate 1,Trailer,21,45.7,19.4,Completed
TRK09310,DR00546,PR00004,CONT07908,Gate 2,Container Truck,12,50.4,16.0,Cancelled
TRK09311,DR08924,PR00005,CONT06762,Gate 3,Container Truck,6,66.5,34.0,Completed
TRK09312,DR06320,PR00007,CONT06142,Gate 5,Container Truck,6,66.0,22.8,Completed
TRK09313,DR05344,PR00003,CONT09381,Gate 1,Trailer,13,48.8,27.6,Completed
TRK09314,DR08799,PR00003,CONT01665,Gate 3,Container Truck,16,82.5,18.3,Cancelled
TRK09315,DR02224,PR00004,CONT08415,Gate 2,Trailer,6,56.8,21.3,Completed
TRK09316,DR07730,PR00007,CONT00065,Gate 5,Trailer,14,65.7,19.1,Completed
TRK09317,DR06217,PR00006,CONT05295,Gate 2,Container Truck,8,62.4,18.5,Completed
TRK09318,DR06266,PR00001,CONT03171,Gate 3,Tanker,6,48.9,39.8,Completed
TRK09319,DR09495,PR00005,CONT07790,Gate 3,Trailer,13,63.8,26.8,Completed
TRK09320,DR08842,PR00002,CONT01329,Gate 3,Container Truck,11,73.5,15.1,Completed
TRK09321,DR01176,PR00002,CONT09529,Gate 1,Container Truck,6,57.2,8.0,Completed
TRK09322,DR09107,PR00004,CONT06513,Gate 3,Trailer,19,68.9,33.2,Completed
TRK09323,DR07281,PR00005,CONT04250,Gate 4,Container Truck,20,52.9,22.5,Completed
TRK09324,DR09957,PR00001,CONT09524,Gate 3,Container Truck,12,73.6,31.8,Completed
TRK09325,DR09211,PR00002,CONT03365,Gate 1,Container Truck,15,31.6,35.3,Completed
TRK09326,DR05074,PR00005,CONT06957,Gate 5,Trailer,17,69.8,27.5,Completed
TRK09327,DR00249,PR00001,CONT07707,Gate 2,Container Truck,18,67.6,23.5,Completed
TRK09328,DR09951,PR00006,CONT07689,Gate 2,Tanker,22,63.9,20.2,Completed
TRK09329,DR05422,PR00003,CONT01147,Gate 1,Container Truck,14,43.5,26.1,Cancelled
TRK09330,DR04882,PR00004,CONT05364,Gate 1,Container Truck,19,62.6,19.2,Completed
TRK09331,DR07607,PR00001,CONT03785,Gate 1,Trailer,7,46.5,19.1,Cancelled
TRK09332,DR03819,PR00007,CONT08378,Gate 3,Trailer,6,57.2,29.7,Completed
TRK09333,DR02456,PR00007,CONT05827,Gate 2,Trailer,15,57.2,31.6,Cancelled
TRK09334,DR03250,PR00001,CONT02523,Gate 1,Tanker,11,18.6,20.4,Completed
TRK09335,DR07060,PR00004,CONT09533,Gate 3,Container Truck,16,82.9,17.2,Completed
TRK09336,DR01850,PR00006,CONT08008,Gate 3,Container Truck,12,62.8,22.3,Completed
TRK09337,DR09088,PR00001,CONT01468,Gate 4,Trailer,19,60.4,24.4,Cancelled
TRK09338,DR01552,PR00004,CONT03825,Gate 5,Trailer,15,54.0,17.7,Completed
TRK09339,DR01551,PR00006,CONT04674,Gate 2,Container Truck,15,60.9,24.7,Completed
TRK09340,DR06310,PR00003,CONT01499,Gate 3,Trailer,9,84.6,22.2,Completed
TRK09341,DR04668,PR00007,CONT00607,Gate 3,Container Truck,6,65.2,27.6,Completed
TRK09342,DR00757,PR00001,CONT07281,Gate 1,Container Truck,13,45.1,24.7,Completed
TRK09343,DR01597,PR00007,CONT07953,Gate 5,Trailer,14,62.2,12.3,Completed
TRK09344,DR00831,PR00007,CONT02034,Gate 1,Container Truck,20,34.6,31.1,Completed
TRK09345,DR00561,PR00001,CONT08370,Gate 4,Container Truck,22,37.5,34.4,Completed
TRK09346,DR01661,PR00003,CONT01459,Gate 3,Trailer,8,81.3,23.6,Completed
TRK09347,DR02561,PR00004,CONT03300,Gate 3,Container Truck,12,78.5,33.0,Completed
TRK09348,DR02282,PR00006,CONT01229,Gate 4,Tanker,12,20.6,27.1,Completed
TRK09349,DR04327,PR00001,CONT09319,Gate 4,Tanker,19,56.3,25.3,Completed
TRK09350,DR01285,PR00002,CONT04388,Gate 4,Container Truck,14,36.5,15.0,Completed
TRK09351,DR08979,PR00006,CONT06700,Gate 5,Container Truck,15,44.8,28.1,Cancelled
TRK09352,DR07003,PR00003,CONT07774,Gate 5,Trailer,19,61.3,27.0,Cancelled
TRK09353,DR07875,PR00004,CONT03188,Gate 3,Trailer,8,83.9,20.1,Completed
TRK09354,DR06742,PR00004,CONT00581,Gate 1,Container Truck,20,61.7,9.3,Completed
TRK09355,DR02701,PR00007,CONT08981,Gate 1,Trailer,13,38.0,21.4,Completed
TRK09356,DR09160,PR00001,CONT04618,Gate 3,Container Truck,14,81.4,20.2,Completed
TRK09357,DR01702,PR00007,CONT08271,Gate 5,Container Truck,21,56.7,26.5,Completed
TRK09358,DR03918,PR00004,CONT02031,Gate 5,Trailer,8,70.2,17.1,Completed
TRK09359,DR02650,PR00007,CONT06156,Gate 3,Container Truck,13,91.8,25.2,Completed
TRK09360,DR07029,PR00001,CONT06043,Gate 2,Trailer,6,57.7,21.6,Completed
TRK09361,DR07784,PR00004,CONT07762,Gate 4,Container Truck,11,29.6,8.8,Completed
TRK09362,DR03875,PR00006,CONT08518,Gate 3,Trailer,17,81.4,26.6,Completed
TRK09363,DR05970,PR00006,CONT02477,Gate 3,Container Truck,9,88.9,15.6,Completed
TRK09364,DR00642,PR00001,CONT08821,Gate 2,Container Truck,17,60.5,25.7,Completed
TRK09365,DR01506,PR00003,CONT01883,Gate 3,Trailer,15,68.6,43.7,Completed
TRK09366,DR09271,PR00001,CONT02721,Gate 1,Container Truck,22,36.8,36.6,Completed
TRK09367,DR08145,PR00001,CONT06958,Gate 2,Trailer,15,48.5,20.6,Completed
TRK09368,DR00373,PR00005,CONT02731,Gate 1,Container Truck,12,39.4,29.8,Completed
TRK09369,DR03801,PR00007,CONT00547,Gate 1,Container Truck,11,73.7,22.3,Completed
TRK09370,DR03428,PR00004,CONT05056,Gate 2,Container Truck,18,51.6,30.2,Completed
TRK09371,DR02303,PR00001,CONT04415,Gate 3,Container Truck,15,42.2,19.6,Completed
TRK09372,DR01495,PR00002,CONT09486,Gate 4,Container Truck,9,47.0,21.1,Completed
TRK09373,DR05987,PR00003,CONT09499,Gate 4,Container Truck,17,57.3,22.2,Completed
TRK09374,DR06659,PR00001,CONT09699,Gate 1,Container Truck,10,54.8,26.8,Completed
TRK09375,DR00342,PR00006,CONT01763,Gate 5,Container Truck,20,40.8,20.9,Completed
TRK09376,DR03424,PR00001,CONT06323,Gate 3,Container Truck,14,74.4,25.6,Completed
TRK09377,DR06217,PR00001,CONT02902,Gate 4,Container Truck,18,26.5,18.7,Completed
TRK09378,DR02372,PR00005,CONT03714,Gate 5,Container Truck,14,56.8,12.8,Cancelled
TRK09379,DR04152,PR00001,CONT02392,Gate 3,Container Truck,11,88.5,30.4,Completed
TRK09380,DR02550,PR00003,CONT06945,Gate 3,Container Truck,9,81.5,24.4,Completed
TRK09381,DR03867,PR00003,CONT05913,Gate 3,Container Truck,16,67.8,27.6,Completed
TRK09382,DR05263,PR00001,CONT07678,Gate 5,Trailer,14,54.8,8.0,Completed
TRK09383,DR01520,PR00004,CONT02113,Gate 2,Container Truck,7,56.8,21.3,Completed
TRK09384,DR00555,PR00003,CONT04796,Gate 4,Container Truck,16,13.2,19.0,Completed
TRK09385,DR03481,PR00004,CONT04196,Gate 1,Trailer,21,29.5,27.4,Completed
TRK09386,DR06608,PR00002,CONT01468,Gate 3,Container Truck,9,63.8,22.9,Completed
TRK09387,DR06024,PR00002,CONT07929,Gate 3,Container Truck,18,73.6,24.0,Completed
TRK09388,DR03529,PR00004,CONT05294,Gate 5,Container Truck,14,42.7,14.2,Completed
TRK09389,DR06091,PR00001,CONT07812,Gate 4,Trailer,18,40.6,19.1,Completed
TRK09390,DR09196,PR00001,CONT00143,Gate 3,Container Truck,9,105.6,23.4,Delayed
TRK09391,DR00942,PR00002,CONT03375,Gate 2,Container Truck,14,67.4,23.6,Completed
TRK09392,DR06164,PR00001,CONT04434,Gate 1,Trailer,20,49.2,18.3,Completed
TRK09393,DR00495,PR00001,CONT02817,Gate 5,Container Truck,14,58.1,9.3,Completed
TRK09394,DR09784,PR00007,CONT08502,Gate 3,Container Truck,7,83.6,21.9,Completed
TRK09395,DR01453,PR00003,CONT07034,Gate 5,Container Truck,11,64.7,23.7,Cancelled
TRK09396,DR07865,PR00003,CONT00428,Gate 3,Container Truck,17,78.2,19.8,Completed
TRK09397,DR05277,PR00002,CONT02919,Gate 3,Tanker,7,71.4,39.3,Completed
TRK09398,DR09441,PR00001,CONT07363,Gate 1,Trailer,16,50.9,37.5,Completed
TRK09399,DR04676,PR00005,CONT09543,Gate 1,Container Truck,12,66.4,17.9,Completed
TRK09400,DR01396,PR00005,CONT07428,Gate 3,Container Truck,21,75.2,34.6,Completed
TRK09401,DR07588,PR00007,CONT01302,Gate 1,Container Truck,19,47.1,18.4,Completed
TRK09402,DR04156,PR00001,CONT03508,Gate 5,Container Truck,10,68.4,20.5,Completed
TRK09403,DR07926,PR00001,CONT07610,Gate 2,Container Truck,7,67.3,35.3,Completed
TRK09404,DR09619,PR00005,CONT06706,Gate 3,Container Truck,15,49.6,30.1,Completed
TRK09405,DR00168,PR00002,CONT03356,Gate 4,Container Truck,16,36.0,19.5,Completed
TRK09406,DR05210,PR00001,CONT09684,Gate 5,Trailer,12,34.0,25.9,Completed
TRK09407,DR06587,PR00002,CONT08222,Gate 3,Container Truck,10,90.7,25.6,Completed
TRK09408,DR03199,PR00001,CONT01641,Gate 5,Trailer,12,40.5,15.0,Completed
TRK09409,DR00844,PR00006,CONT04611,Gate 3,Container Truck,6,77.5,26.3,Cancelled
TRK09410,DR03159,PR00006,CONT01724,Gate 3,Container Truck,9,110.0,23.6,Delayed
TRK09411,DR09688,PR00004,CONT03577,Gate 5,Container Truck,14,44.5,26.9,Completed
TRK09412,DR08373,PR00003,CONT01848,Gate 2,Container Truck,17,77.4,20.4,Completed
TRK09413,DR09317,PR00005,CONT01411,Gate 3,Container Truck,12,66.8,33.9,Completed
TRK09414,DR01824,PR00004,CONT00402,Gate 5,Trailer,13,56.5,15.9,Completed
TRK09415,DR08547,PR00006,CONT00539,Gate 2,Container Truck,13,43.3,11.7,Completed
TRK09416,DR04055,PR00003,CONT01269,Gate 3,Container Truck,19,66.7,33.4,Completed
TRK09417,DR06945,PR00007,CONT05875,Gate 5,Trailer,14,55.0,21.6,Completed
TRK09418,DR02719,PR00002,CONT02871,Gate 1,Container Truck,15,55.7,36.4,Completed
TRK09419,DR09667,PR00004,CONT09216,Gate 3,Container Truck,17,90.7,26.3,Completed
TRK09420,DR07556,PR00006,CONT01678,Gate 1,Container Truck,22,37.4,21.7,Cancelled
TRK09421,DR01135,PR00006,CONT04712,Gate 4,Tanker,6,13.5,25.0,Completed
TRK09422,DR01343,PR00007,CONT06854,Gate 3,Container Truck,9,97.7,20.9,Delayed
TRK09423,DR02087,PR00003,CONT06267,Gate 5,Container Truck,19,69.9,27.2,Completed
TRK09424,DR00820,PR00005,CONT09903,Gate 5,Trailer,8,69.4,25.3,Completed
TRK09425,DR05549,PR00002,CONT07405,Gate 3,Container Truck,8,84.8,19.2,Completed
TRK09426,DR09385,PR00004,CONT06655,Gate 4,Container Truck,14,39.2,31.1,Completed
TRK09427,DR06970,PR00001,CONT00675,Gate 3,Container Truck,13,53.9,12.6,Completed
TRK09428,DR09518,PR00003,CONT02836,Gate 1,Container Truck,20,44.5,17.9,Completed
TRK09429,DR05444,PR00007,CONT07880,Gate 5,Tanker,19,60.3,32.0,Completed
TRK09430,DR02817,PR00006,CONT00879,Gate 2,Trailer,15,54.8,18.1,Completed
TRK09431,DR04891,PR00003,CONT07908,Gate 1,Container Truck,8,39.4,25.2,Completed
TRK09432,DR07675,PR00001,CONT00489,Gate 3,Container Truck,15,56.5,30.5,Completed
TRK09433,DR09730,PR00003,CONT06727,Gate 5,Trailer,21,39.1,18.4,Completed
TRK09434,DR04811,PR00001,CONT02376,Gate 2,Container Truck,16,63.5,14.2,Completed
TRK09435,DR07361,PR00001,CONT04016,Gate 1,Container Truck,12,54.5,12.0,Cancelled
TRK09436,DR01897,PR00007,CONT08270,Gate 2,Trailer,10,80.8,23.3,Completed
TRK09437,DR07908,PR00003,CONT09025,Gate 3,Trailer,22,79.3,23.8,Completed
TRK09438,DR06169,PR00001,CONT08609,Gate 4,Trailer,20,51.3,17.6,Completed
TRK09439,DR01206,PR00005,CONT07202,Gate 3,Trailer,10,75.9,23.9,Completed
TRK09440,DR09870,PR00001,CONT09340,Gate 5,Trailer,9,64.7,35.6,Completed
TRK09441,DR08201,PR00003,CONT05293,Gate 3,Trailer,16,68.7,32.0,Completed
TRK09442,DR04994,PR00002,CONT00908,Gate 2,Container Truck,7,74.7,15.9,Completed
TRK09443,DR02972,PR00001,CONT07436,Gate 2,Tanker,17,88.8,12.9,Completed
TRK09444,DR05607,PR00003,CONT07134,Gate 2,Container Truck,16,59.7,24.4,Completed
TRK09445,DR07667,PR00005,CONT08040,Gate 5,Trailer,17,53.3,13.9,Completed
TRK09446,DR04218,PR00003,CONT09916,Gate 5,Container Truck,11,50.4,22.5,Completed
TRK09447,DR02850,PR00006,CONT01494,Gate 4,Container Truck,8,57.0,30.3,Completed
TRK09448,DR09172,PR00007,CONT04137,Gate 5,Container Truck,22,35.5,31.8,Completed
TRK09449,DR02637,PR00006,CONT09292,Gate 5,Container Truck,7,54.3,10.5,Completed
TRK09450,DR02244,PR00007,CONT04675,Gate 5,Container Truck,19,64.2,25.2,Completed
TRK09451,DR04463,PR00007,CONT00180,Gate 3,Container Truck,19,75.7,8.0,Completed
TRK09452,DR09028,PR00006,CONT07982,Gate 1,Trailer,15,53.5,14.9,Completed
TRK09453,DR05573,PR00002,CONT06117,Gate 1,Container Truck,15,43.8,18.7,Completed
TRK09454,DR08260,PR00001,CONT02551,Gate 2,Container Truck,11,56.9,24.4,Completed
TRK09455,DR07108,PR00005,CONT01704,Gate 4,Container Truck,11,45.1,25.9,Completed
TRK09456,DR08883,PR00006,CONT05125,Gate 5,Trailer,17,49.6,20.0,Completed
TRK09457,DR00973,PR00006,CONT06455,Gate 4,Container Truck,8,49.0,26.6,Completed
TRK09458,DR03158,PR00004,CONT03033,Gate 3,Trailer,13,55.2,33.6,Completed
TRK09459,DR02200,PR00006,CONT04423,Gate 3,Trailer,9,95.3,18.8,Delayed
TRK09460,DR05682,PR00005,CONT06006,Gate 4,Trailer,15,41.7,24.3,Cancelled
TRK09461,DR04544,PR00004,CONT07885,Gate 2,Trailer,22,62.9,16.8,Cancelled
TRK09462,DR05362,PR00001,CONT02649,Gate 4,Container Truck,19,38.5,26.7,Completed
TRK09463,DR05576,PR00003,CONT00102,Gate 5,Container Truck,17,53.7,28.8,Completed
TRK09464,DR01802,PR00001,CONT06047,Gate 5,Trailer,8,48.5,23.8,Completed
TRK09465,DR02693,PR00001,CONT09703,Gate 3,Container Truck,15,73.3,34.2,Completed
TRK09466,DR07384,PR00004,CONT06990,Gate 5,Container Truck,17,44.2,18.0,Completed
TRK09467,DR08225,PR00001,CONT00189,Gate 5,Trailer,17,64.8,31.9,Cancelled
TRK09468,DR04506,PR00007,CONT06615,Gate 3,Container Truck,16,61.9,20.4,Completed
TRK09469,DR07965,PR00003,CONT07753,Gate 3,Tanker,6,74.0,30.8,Completed
TRK09470,DR06316,PR00005,CONT05301,Gate 4,Trailer,20,29.7,22.9,Completed
TRK09471,DR07466,PR00001,CONT09174,Gate 1,Container Truck,18,45.2,25.5,Completed
TRK09472,DR04814,PR00006,CONT07401,Gate 5,Container Truck,22,27.3,17.0,Completed
TRK09473,DR00710,PR00003,CONT06671,Gate 4,Tanker,20,34.3,29.5,Completed
TRK09474,DR05525,PR00004,CONT09908,Gate 4,Container Truck,9,31.1,33.0,Completed
TRK09475,DR06134,PR00004,CONT00532,Gate 2,Container Truck,15,55.3,28.4,Completed
TRK09476,DR06885,PR00003,CONT05977,Gate 3,Container Truck,10,79.1,31.5,Completed
TRK09477,DR04833,PR00004,CONT05891,Gate 4,Trailer,17,40.4,19.3,Completed
TRK09478,DR08563,PR00005,CONT06620,Gate 4,Container Truck,11,48.0,42.7,Completed
TRK09479,DR06103,PR00006,CONT08874,Gate 1,Trailer,14,29.5,27.6,Completed
TRK09480,DR07032,PR00002,CONT07842,Gate 3,Container Truck,9,71.2,26.5,Completed
TRK09481,DR06151,PR00007,CONT05354,Gate 1,Container Truck,13,36.4,8.0,Completed
TRK09482,DR01892,PR00002,CONT05160,Gate 3,Trailer,18,95.2,22.5,Delayed
TRK09483,DR00748,PR00002,CONT01970,Gate 3,Container Truck,18,99.5,34.1,Delayed
TRK09484,DR00869,PR00002,CONT00799,Gate 3,Container Truck,17,84.0,25.1,Completed
TRK09485,DR09547,PR00002,CONT07370,Gate 1,Container Truck,8,69.9,18.0,Completed
TRK09486,DR02385,PR00002,CONT07943,Gate 4,Trailer,6,43.6,26.7,Completed
TRK09487,DR09283,PR00006,CONT08512,Gate 3,Container Truck,17,90.0,21.7,Completed
TRK09488,DR02670,PR00004,CONT05081,Gate 1,Container Truck,21,42.9,23.2,Completed
TRK09489,DR04783,PR00007,CONT07168,Gate 1,Container Truck,20,54.1,29.4,Completed
TRK09490,DR06040,PR00001,CONT07669,Gate 5,Tanker,9,53.8,17.6,Completed
TRK09491,DR06467,PR00004,CONT04962,Gate 1,Trailer,16,28.1,17.3,Completed
TRK09492,DR00445,PR00001,CONT01848,Gate 1,Trailer,11,60.1,25.9,Completed
TRK09493,DR00832,PR00003,CONT09038,Gate 3,Container Truck,19,91.1,32.5,Completed
TRK09494,DR05448,PR00003,CONT00031,Gate 3,Container Truck,14,70.2,19.7,Completed
TRK09495,DR00303,PR00005,CONT04234,Gate 3,Tanker,8,64.0,24.8,Completed
TRK09496,DR02016,PR00005,CONT04484,Gate 5,Trailer,16,51.0,32.7,Completed
TRK09497,DR06437,PR00002,CONT03612,Gate 3,Container Truck,13,70.3,26.9,Completed
TRK09498,DR03507,PR00001,CONT04136,Gate 5,Tanker,6,35.3,25.9,Completed
