Yard_Record_ID,Date_Record_ID,Port_Record_ID,Yard_ID,Capacity_TEUs,Occupied_TEUs,Available_TEUs,Utilization_Percentage,Inbound_Containers,Outbound_Containers,Long_Stay_Containers
YRD07866,DR01291,PR00003,Yard E,12500,11975,525,95.8,283,193,101
YRD07867,DR05763,PR00005,Yard D,11000,8569,2431,77.9,239,301,61
YRD07868,DR09800,PR00004,Yard C,13000,12207,793,93.9,182,318,132
YRD07869,DR02219,PR00005,Yard B,12000,8760,3240,73.0,271,275,40
YRD07870,DR02636,PR00005,Yard A,14000,13412,588,95.8,175,226,124
YRD07871,DR06683,PR00007,Yard B,12000,8652,3348,72.1,242,226,60
YRD07872,DR01559,PR00004,Yard C,13000,11284,1716,86.8,334,177,75
YRD07873,DR01554,PR00007,Yard A,14000,12474,1526,89.1,201,225,68
YRD07874,DR04078,PR00006,Yard A,14000,13272,728,94.8,153,196,93
YRD07875,DR07821,PR00002,Yard C,13000,10478,2522,80.6,312,233,55
YRD07876,DR08106,PR00006,Yard B,12000,8892,3108,74.1,178,220,46
YRD07877,DR01117,PR00001,Yard C,13000,11388,1612,87.6,220,275,74
YRD07878,DR08834,PR00001,Yard B,12000,8628,3372,71.9,182,189,47
YRD07879,DR07274,PR00007,Yard B,12000,8652,3348,72.1,227,212,107
YRD07880,DR01302,PR00003,Yard E,12500,12162,338,97.3,236,289,85
YRD07881,DR01536,PR00003,Yard C,13000,10816,2184,83.2,306,252,59
YRD07882,DR03961,PR00007,Yard B,12000,9744,2256,81.2,247,245,41
YRD07883,DR02145,PR00003,Yard D,11000,6578,4422,59.8,237,246,50
YRD07884,DR07481,PR00002,Yard D,11000,7590,3410,69.0,273,330,65
YRD07885,DR00327,PR00001,Yard B,12000,9888,2112,82.4,297,332,104
YRD07886,DR02029,PR00003,Yard C,13000,11648,1352,89.6,241,224,83
YRD07887,DR02139,PR00001,Yard C,13000,10894,2106,83.8,217,176,62
YRD07888,DR07328,PR00001,Yard C,13000,10491,2509,80.7,142,170,80
YRD07889,DR07436,PR00006,Yard E,12500,12238,262,97.9,285,111,99
YRD07890,DR02632,PR00002,Yard E,12500,11200,1300,89.6,291,256,83
YRD07891,DR01530,PR00004,Yard C,13000,11453,1547,88.1,279,317,121
YRD07892,DR05735,PR00001,Yard D,11000,7975,3025,72.5,266,235,66
YRD07893,DR06375,PR00003,Yard D,11000,7744,3256,70.4,167,247,49
YRD07894,DR02309,PR00004,Yard B,12000,8796,3204,73.3,171,153,44
YRD07895,DR00899,PR00003,Yard D,11000,7623,3377,69.3,228,255,57
YRD07896,DR02839,PR00002,Yard C,13000,11843,1157,91.1,248,216,103
YRD07897,DR06844,PR00002,Yard D,11000,6908,4092,62.8,230,230,40
YRD07898,DR01473,PR00001,Yard C,13000,10933,2067,84.1,243,253,58
YRD07899,DR02503,PR00001,Yard D,11000,7898,3102,71.8,241,249,65
YRD07900,DR00018,PR00003,Yard B,12000,8868,3132,73.9,270,256,70
YRD07901,DR04575,PR00001,Yard A,14000,13356,644,95.4,220,219,97
YRD07902,DR06297,PR00002,Yard C,13000,12025,975,92.5,297,252,113
YRD07903,DR00991,PR00001,Yard A,14000,13790,210,98.5,233,277,83
YRD07904,DR07282,PR00006,Yard C,13000,11440,1560,88.0,203,206,71
YRD07905,DR04008,PR00003,Yard D,11000,6886,4114,62.6,228,261,38
YRD07906,DR07393,PR00004,Yard D,11000,8052,2948,73.2,229,225,41
YRD07907,DR03916,PR00004,Yard A,14000,13496,504,96.4,213,283,121
YRD07908,DR09696,PR00003,Yard A,14000,12964,1036,92.6,304,276,104
YRD07909,DR06582,PR00002,Yard C,13000,11609,1391,89.3,254,177,95
YRD07910,DR01265,PR00003,Yard A,14000,13146,854,93.9,268,220,88
YRD07911,DR02146,PR00003,Yard D,11000,7491,3509,68.1,158,222,41
YRD07912,DR04546,PR00002,Yard A,14000,13622,378,97.3,314,350,71
YRD07913,DR01120,PR00001,Yard D,11000,7447,3553,67.7,235,290,40
YRD07914,DR08554,PR00007,Yard E,12500,11288,1212,90.3,235,232,73
YRD07915,DR05790,PR00005,Yard D,11000,7722,3278,70.2,270,242,28
YRD07916,DR01551,PR00001,Yard D,11000,7106,3894,64.6,222,286,42
YRD07917,DR08892,PR00007,Yard D,11000,7766,3234,70.6,234,211,33
YRD07918,DR01028,PR00001,Yard A,14000,13538,462,96.7,219,209,108
YRD07919,DR09356,PR00001,Yard B,12000,8412,3588,70.1,197,222,59
YRD07920,DR05809,PR00001,Yard E,12500,11425,1075,91.4,207,226,67
YRD07921,DR04828,PR00007,Yard C,13000,10764,2236,82.8,197,221,42
YRD07922,DR02272,PR00002,Yard D,11000,7249,3751,65.9,131,182,53
YRD07923,DR05228,PR00006,Yard B,12000,8832,3168,73.6,267,233,62
YRD07924,DR02697,PR00004,Yard D,11000,7623,3377,69.3,276,192,56
YRD07925,DR03776,PR00003,Yard C,13000,10608,2392,81.6,218,199,67
YRD07926,DR08354,PR00003,Yard B,12000,9624,2376,80.2,341,244,62
YRD07927,DR09779,PR00001,Yard D,11000,7568,3432,68.8,334,282,45
YRD07928,DR07597,PR00005,Yard B,12000,9132,2868,76.1,184,223,46
YRD07929,DR06920,PR00003,Yard B,12000,8484,3516,70.7,225,205,62
YRD07930,DR04035,PR00003,Yard E,12500,11275,1225,90.2,166,190,61
YRD07931,DR05038,PR00001,Yard E,12500,11812,688,94.5,201,237,91
YRD07932,DR05320,PR00005,Yard A,14000,12978,1022,92.7,325,269,55
YRD07933,DR02118,PR00005,Yard C,13000,11037,1963,84.9,211,204,101
YRD07934,DR00708,PR00003,Yard D,11000,7821,3179,71.1,274,256,39
YRD07935,DR09100,PR00003,Yard A,14000,13370,630,95.5,319,252,90
YRD07936,DR02598,PR00002,Yard E,12500,11375,1125,91.0,116,200,84
YRD07937,DR02961,PR00002,Yard D,11000,7722,3278,70.2,294,350,19
YRD07938,DR08888,PR00001,Yard B,12000,8808,3192,73.4,201,259,85
YRD07939,DR07061,PR00005,Yard A,14000,13790,210,98.5,245,215,51
YRD07940,DR03606,PR00001,Yard D,11000,7293,3707,66.3,255,259,44
YRD07941,DR05480,PR00001,Yard C,13000,11947,1053,91.9,289,317,94
YRD07942,DR04091,PR00001,Yard D,11000,6633,4367,60.3,219,236,40
YRD07943,DR08679,PR00002,Yard D,11000,7997,3003,72.7,210,235,54
YRD07944,DR00908,PR00004,Yard A,14000,13790,210,98.5,290,284,65
YRD07945,DR01721,PR00005,Yard C,13000,10868,2132,83.6,187,250,51
YRD07946,DR06652,PR00003,Yard E,12500,11700,800,93.6,300,240,98
YRD07947,DR07930,PR00003,Yard C,13000,11674,1326,89.8,270,220,76
YRD07948,DR09959,PR00004,Yard D,11000,7337,3663,66.7,204,220,75
YRD07949,DR07489,PR00004,Yard A,14000,13762,238,98.3,199,197,81
YRD07950,DR03485,PR00006,Yard E,12500,11350,1150,90.8,265,257,78
YRD07951,DR07512,PR00006,Yard B,12000,9384,2616,78.2,306,192,66
YRD07952,DR02143,PR00006,Yard A,14000,13678,322,97.7,207,253,118
YRD07953,DR08492,PR00006,Yard A,14000,13790,210,98.5,257,218,84
YRD07954,DR04252,PR00006,Yard D,11000,7612,3388,69.2,273,185,39
YRD07955,DR01060,PR00004,Yard C,13000,11297,1703,86.9,213,232,64
YRD07956,DR04705,PR00004,Yard A,14000,13636,364,97.4,336,297,84
YRD07957,DR04829,PR00005,Yard B,12000,9144,2856,76.2,350,296,73
YRD07958,DR08828,PR00001,Yard D,11000,6963,4037,63.3,218,146,80
YRD07959,DR07270,PR00003,Yard E,12500,11875,625,95.0,152,247,93
YRD07960,DR09675,PR00007,Yard C,13000,10621,2379,81.7,167,213,52
YRD07961,DR04725,PR00003,Yard E,12500,11362,1138,90.9,311,264,91
YRD07962,DR09368,PR00001,Yard E,12500,12312,188,98.5,346,198,89
YRD07963,DR01751,PR00003,Yard A,14000,13790,210,98.5,282,257,96
YRD07964,DR03357,PR00001,Yard A,14000,13342,658,95.3,201,208,112
YRD07965,DR02914,PR00002,Yard C,13000,11128,1872,85.6,242,273,87
YRD07966,DR02888,PR00004,Yard D,11000,7271,3729,66.1,286,158,34
YRD07967,DR09498,PR00003,Yard E,12500,11525,975,92.2,188,124,72
YRD07968,DR05431,PR00003,Yard B,12000,9648,2352,80.4,245,277,76
YRD07969,DR03108,PR00001,Yard D,11000,7359,3641,66.9,301,156,62
YRD07970,DR00428,PR00003,Yard A,14000,13636,364,97.4,246,228,82
YRD07971,DR08180,PR00001,Yard C,13000,11908,1092,91.6,212,144,81
YRD07972,DR07676,PR00003,Yard C,13000,11869,1131,91.3,306,220,93
YRD07973,DR09972,PR00004,Yard D,11000,7381,3619,67.1,215,265,72
YRD07974,DR05916,PR00001,Yard B,12000,8940,3060,74.5,281,282,26
YRD07975,DR04847,PR00007,Yard B,12000,9108,2892,75.9,299,243,53
YRD07976,DR00827,PR00004,Yard D,11000,7425,3575,67.5,260,293,72
YRD07977,DR07181,PR00002,Yard B,12000,8784,3216,73.2,202,207,79
YRD07978,DR02069,PR00003,Yard A,14000,13790,210,98.5,247,264,85
YRD07979,DR03789,PR00001,Yard D,11000,7964,3036,72.4,293,223,58
YRD07980,DR08081,PR00001,Yard E,12500,11862,638,94.9,190,269,72
YRD07981,DR01486,PR00007,Yard E,12500,11088,1412,88.7,168,215,107
YRD07982,DR01348,PR00005,Yard A,14000,13496,504,96.4,225,196,108
YRD07983,DR01501,PR00005,Yard A,14000,12110,1890,86.5,187,262,92
YRD07984,DR06142,PR00004,Yard E,12500,11238,1262,89.9,160,212,82
YRD07985,DR02535,PR00007,Yard E,12500,12312,188,98.5,257,249,84
YRD07986,DR01002,PR00006,Yard D,11000,8228,2772,74.8,341,213,59
YRD07987,DR05173,PR00001,Yard A,14000,13328,672,95.2,139,253,102
YRD07988,DR00457,PR00001,Yard C,13000,10244,2756,78.8,209,175,52
YRD07989,DR01009,PR00003,Yard C,13000,11791,1209,90.7,98,290,101
YRD07990,DR03382,PR00002,Yard C,13000,11141,1859,85.7,176,226,122
YRD07991,DR01195,PR00003,Yard E,12500,11150,1350,89.2,175,198,79
YRD07992,DR00230,PR00002,Yard A,14000,12922,1078,92.3,301,152,69
YRD07993,DR03168,PR00006,Yard C,13000,11388,1612,87.6,241,204,78
YRD07994,DR05012,PR00001,Yard A,14000,13790,210,98.5,275,259,91
YRD07995,DR01018,PR00006,Yard D,11000,7601,3399,69.1,202,344,68
YRD07996,DR08949,PR00003,Yard C,13000,11128,1872,85.6,282,173,63
YRD07997,DR01429,PR00001,Yard C,13000,11076,1924,85.2,256,228,88
YRD07998,DR07412,PR00006,Yard D,11000,7216,3784,65.6,242,205,42
YRD07999,DR00505,PR00003,Yard D,11000,7832,3168,71.2,318,130,53
YRD08000,DR01808,PR00005,Yard E,12500,11562,938,92.5,217,283,92
YRD08001,DR09431,PR00006,Yard A,14000,13706,294,97.9,242,164,93
YRD08002,DR01450,PR00001,Yard E,12500,11138,1362,89.1,146,288,106
YRD08003,DR01972,PR00002,Yard D,11000,8613,2387,78.3,244,273,58
YRD08004,DR04013,PR00001,Yard A,14000,13328,672,95.2,254,227,105
YRD08005,DR06171,PR00001,Yard D,11000,7502,3498,68.2,342,288,49
YRD08006,DR04213,PR00007,Yard B,12000,8364,3636,69.7,286,194,57
YRD08007,DR05580,PR00006,Yard D,11000,7403,3597,67.3,276,350,83
YRD08008,DR03288,PR00003,Yard E,12500,11588,912,92.7,221,205,99
YRD08009,DR08536,PR00005,Yard E,12500,11925,575,95.4,290,178,78
YRD08010,DR05462,PR00007,Yard A,14000,13790,210,98.5,219,216,54
YRD08011,DR07818,PR00002,Yard E,12500,11125,1375,89.0,274,279,65
YRD08012,DR06791,PR00001,Yard B,12000,8220,3780,68.5,259,219,45
YRD08013,DR09023,PR00006,Yard E,12500,12075,425,96.6,203,200,78
YRD08014,DR05920,PR00005,Yard A,14000,13048,952,93.2,267,169,90
YRD08015,DR04359,PR00001,Yard D,11000,7942,3058,72.2,290,231,65
YRD08016,DR02849,PR00003,Yard C,13000,11765,1235,90.5,205,261,78
YRD08017,DR00240,PR00001,Yard A,14000,12740,1260,91.0,298,233,110
YRD08018,DR01809,PR00004,Yard B,12000,8892,3108,74.1,227,196,78
YRD08019,DR08261,PR00004,Yard D,11000,7557,3443,68.7,209,212,41
YRD08020,DR03322,PR00002,Yard D,11000,7447,3553,67.7,251,259,43
YRD08021,DR06188,PR00006,Yard D,11000,7491,3509,68.1,267,308,38
YRD08022,DR07789,PR00003,Yard C,13000,11622,1378,89.4,334,312,94
YRD08023,DR01132,PR00005,Yard D,11000,7062,3938,64.2,233,221,59
YRD08024,DR06769,PR00004,Yard E,12500,11262,1238,90.1,237,246,102
YRD08025,DR07317,PR00003,Yard A,14000,12222,1778,87.3,204,108,35
YRD08026,DR08882,PR00002,Yard B,12000,8868,3132,73.9,258,306,69
YRD08027,DR04834,PR00002,Yard E,12500,12138,362,97.1,242,235,131
YRD08028,DR00944,PR00005,Yard B,12000,8748,3252,72.9,220,300,52
YRD08029,DR00320,PR00004,Yard A,14000,13790,210,98.5,261,254,105
YRD08030,DR09193,PR00002,Yard C,13000,11180,1820,86.0,248,229,114
YRD08031,DR01028,PR00007,Yard E,12500,12312,188,98.5,340,227,98
YRD08032,DR06239,PR00006,Yard A,14000,13650,350,97.5,214,271,107
YRD08033,DR01848,PR00001,Yard E,12500,11662,838,93.3,207,265,123
YRD08034,DR00978,PR00001,Yard E,12500,11975,525,95.8,243,210,94
YRD08035,DR02238,PR00004,Yard C,13000,11453,1547,88.1,244,327,74
YRD08036,DR04054,PR00001,Yard A,14000,13706,294,97.9,194,242,85
YRD08037,DR02971,PR00007,Yard D,11000,7062,3938,64.2,256,240,57
YRD08038,DR08392,PR00004,Yard B,12000,9324,2676,77.7,278,269,69
YRD08039,DR01698,PR00001,Yard E,12500,10588,1912,84.7,280,226,70
YRD08040,DR01564,PR00003,Yard C,13000,11245,1755,86.5,237,261,138
YRD08041,DR09210,PR00002,Yard C,13000,11323,1677,87.1,253,221,69
YRD08042,DR06439,PR00003,Yard D,11000,8206,2794,74.6,232,240,31
YRD08043,DR07389,PR00002,Yard A,14000,13762,238,98.3,277,253,112
YRD08044,DR08865,PR00006,Yard E,12500,11362,1138,90.9,205,231,90
YRD08045,DR02571,PR00005,Yard A,14000,13720,280,98.0,347,192,78
YRD08046,DR00678,PR00007,Yard B,12000,8604,3396,71.7,229,206,45
YRD08047,DR02930,PR00001,Yard B,12000,9096,2904,75.8,188,207,53
YRD08048,DR06111,PR00003,Yard D,11000,7755,3245,70.5,233,267,28
YRD08049,DR09523,PR00006,Yard C,13000,11206,1794,86.2,185,203,74
YRD08050,DR01447,PR00003,Yard A,14000,13790,210,98.5,278,282,88
YRD08051,DR00673,PR00003,Yard B,12000,8808,3192,73.4,177,263,79
YRD08052,DR02198,PR00007,Yard C,13000,12168,832,93.6,272,219,121
YRD08053,DR03338,PR00005,Yard E,12500,11388,1112,91.1,304,274,95
YRD08054,DR01333,PR00006,Yard B,12000,8988,3012,74.9,263,170,54
YRD08055,DR00070,PR00003,Yard C,13000,11011,1989,84.7,258,196,63
YRD08056,DR03119,PR00004,Yard D,11000,8107,2893,73.7,112,277,83
YRD08057,DR02018,PR00003,Yard D,11000,7381,3619,67.1,214,228,52
YRD08058,DR05604,PR00003,Yard E,12500,12100,400,96.8,254,315,85
YRD08059,DR07827,PR00001,Yard E,12500,12312,188,98.5,202,294,61
YRD08060,DR05494,PR00006,Yard A,14000,13300,700,95.0,193,151,100
YRD08061,DR05562,PR00003,Yard B,12000,8808,3192,73.4,170,228,65
YRD08062,DR02162,PR00004,Yard D,11000,6996,4004,63.6,228,251,58
YRD08063,DR05478,PR00006,Yard A,14000,13790,210,98.5,216,229,77
YRD08064,DR09127,PR00005,Yard D,11000,7469,3531,67.9,251,253,64
YRD08065,DR08364,PR00001,Yard B,12000,9084,2916,75.7,290,139,71
YRD08066,DR02653,PR00004,Yard B,12000,8484,3516,70.7,284,230,53
YRD08067,DR08412,PR00003,Yard D,11000,7414,3586,67.4,132,181,46
YRD08068,DR00695,PR00002,Yard C,13000,12415,585,95.5,335,324,89
YRD08069,DR08801,PR00001,Yard D,11000,7282,3718,66.2,243,218,69
YRD08070,DR09061,PR00004,Yard D,11000,7381,3619,67.1,273,253,42
YRD08071,DR08176,PR00005,Yard A,14000,13398,602,95.7,306,262,81
YRD08072,DR06596,PR00007,Yard A,14000,12992,1008,92.8,242,270,75
YRD08073,DR04649,PR00002,Yard A,14000,13272,728,94.8,275,269,121
YRD08074,DR00774,PR00003,Yard C,13000,11986,1014,92.2,235,252,57
YRD08075,DR03329,PR00001,Yard E,12500,11025,1475,88.2,216,252,78
YRD08076,DR01943,PR00007,Yard D,11000,7172,3828,65.2,222,274,43
YRD08077,DR02989,PR00006,Yard C,13000,10998,2002,84.6,244,142,49
YRD08078,DR09127,PR00007,Yard E,12500,11062,1438,88.5,291,135,78
YRD08079,DR01002,PR00003,Yard A,14000,13300,700,95.0,188,258,29
YRD08080,DR08513,PR00002,Yard E,12500,11588,912,92.7,121,246,64
YRD08081,DR00349,PR00004,Yard B,12000,9372,2628,78.1,360,288,46
YRD08082,DR09109,PR00003,Yard A,14000,13062,938,93.3,269,156,72
YRD08083,DR08261,PR00002,Yard A,14000,13678,322,97.7,295,145,90
YRD08084,DR02869,PR00001,Yard A,14000,13510,490,96.5,263,227,91
YRD08085,DR03256,PR00001,Yard B,12000,8832,3168,73.6,240,158,45
YRD08086,DR04835,PR00003,Yard C,13000,11479,1521,88.3,181,195,117
YRD08087,DR01182,PR00007,Yard A,14000,13790,210,98.5,249,182,64
YRD08088,DR04464,PR00005,Yard B,12000,8160,3840,68.0,195,224,83
YRD08089,DR03697,PR00005,Yard B,12000,9552,2448,79.6,229,164,93
YRD08090,DR03767,PR00002,Yard D,11000,7370,3630,67.0,179,245,44
YRD08091,DR05838,PR00005,Yard E,12500,11025,1475,88.2,257,238,95
YRD08092,DR02826,PR00003,Yard D,11000,7524,3476,68.4,310,163,40
YRD08093,DR09870,PR00001,Yard E,12500,12075,425,96.6,340,302,110
YRD08094,DR09334,PR00003,Yard C,13000,10647,2353,81.9,293,237,65
YRD08095,DR00882,PR00001,Yard E,12500,11288,1212,90.3,326,227,72
YRD08096,DR08191,PR00006,Yard C,13000,11440,1560,88.0,231,277,79
YRD08097,DR02666,PR00006,Yard A,14000,13762,238,98.3,216,254,67
YRD08098,DR00187,PR00002,Yard C,13000,10829,2171,83.3,195,250,72
YRD08099,DR06032,PR00004,Yard E,12500,12100,400,96.8,205,153,100
YRD08100,DR02339,PR00003,Yard C,13000,11102,1898,85.4,215,260,67
YRD08101,DR03807,PR00001,Yard A,14000,13482,518,96.3,239,243,123
YRD08102,DR00619,PR00004,Yard E,12500,11938,562,95.5,238,255,67
YRD08103,DR05075,PR00005,Yard A,14000,12992,1008,92.8,219,165,68
YRD08104,DR07761,PR00005,Yard C,13000,11076,1924,85.2,143,192,81
YRD08105,DR00686,PR00001,Yard E,12500,10575,1925,84.6,259,267,62
YRD08106,DR07277,PR00003,Yard D,11000,7260,3740,66.0,225,193,30
YRD08107,DR01601,PR00001,Yard A,14000,13496,504,96.4,226,204,81
YRD08108,DR03441,PR00001,Yard B,12000,9036,2964,75.3,266,251,70
YRD08109,DR00486,PR00001,Yard A,14000,13566,434,96.9,258,205,115
YRD08110,DR06714,PR00001,Yard B,12000,8484,3516,70.7,276,120,65
YRD08111,DR07869,PR00002,Yard E,12500,11712,788,93.7,193,149,52
YRD08112,DR06322,PR00002,Yard B,12000,9492,2508,79.1,224,260,57
YRD08113,DR09303,PR00005,Yard B,12000,8256,3744,68.8,265,240,43
YRD08114,DR01601,PR00002,Yard E,12500,11075,1425,88.6,272,158,84
YRD08115,DR02895,PR00001,Yard A,14000,13272,728,94.8,268,227,89
YRD08116,DR09569,PR00007,Yard D,11000,7447,3553,67.7,267,260,59
YRD08117,DR05930,PR00006,Yard C,13000,11128,1872,85.6,228,321,61
YRD08118,DR04516,PR00001,Yard E,12500,11800,700,94.4,308,291,99
YRD08119,DR06911,PR00003,Yard A,14000,13566,434,96.9,229,173,113
YRD08120,DR08022,PR00001,Yard B,12000,8448,3552,70.4,307,171,49
YRD08121,DR07578,PR00007,Yard A,14000,13524,476,96.6,186,257,111
YRD08122,DR04670,PR00002,Yard A,14000,13790,210,98.5,207,166,90
YRD08123,DR00345,PR00001,Yard D,11000,7590,3410,69.0,271,315,62
YRD08124,DR09457,PR00005,Yard A,14000,13790,210,98.5,238,186,114
YRD08125,DR04539,PR00005,Yard C,13000,11479,1521,88.3,238,160,86
YRD08126,DR02053,PR00002,Yard E,12500,12312,188,98.5,258,313,128
YRD08127,DR01446,PR00002,Yard B,12000,9144,2856,76.2,288,203,38
YRD08128,DR03217,PR00003,Yard E,12500,11975,525,95.8,263,203,74
YRD08129,DR09218,PR00002,Yard C,13000,11947,1053,91.9,219,175,69
YRD08130,DR07433,PR00002,Yard D,11000,7579,3421,68.9,278,207,43
YRD08131,DR03485,PR00006,Yard D,11000,7700,3300,70.0,259,293,74
YRD08132,DR05412,PR00005,Yard C,13000,10673,2327,82.1,229,239,77
YRD08133,DR03490,PR00005,Yard E,12500,12000,500,96.0,231,217,94
YRD08134,DR01525,PR00005,Yard D,11000,6655,4345,60.5,208,193,32
YRD08135,DR06688,PR00003,Yard E,12500,11838,662,94.7,281,239,109
YRD08136,DR00483,PR00002,Yard A,14000,13370,630,95.5,181,186,98
YRD08137,DR04433,PR00005,Yard A,14000,12670,1330,90.5,186,272,65
YRD08138,DR04552,PR00001,Yard B,12000,8928,3072,74.4,208,179,20
YRD08139,DR04364,PR00001,Yard A,14000,13258,742,94.7,212,179,106
YRD08140,DR09705,PR00001,Yard E,12500,11775,725,94.2,352,267,95
YRD08141,DR09249,PR00005,Yard A,14000,13314,686,95.1,172,210,73
YRD08142,DR03962,PR00004,Yard A,14000,13230,770,94.5,175,189,81
YRD08143,DR03249,PR00003,Yard E,12500,11312,1188,90.5,182,273,88
YRD08144,DR07352,PR00003,Yard A,14000,13790,210,98.5,232,257,88
YRD08145,DR06242,PR00006,Yard E,12500,11700,800,93.6,299,223,132
YRD08146,DR05205,PR00001,Yard A,14000,13790,210,98.5,269,202,85
YRD08147,DR03894,PR00003,Yard E,12500,11812,688,94.5,230,141,97
YRD08148,DR09691,PR00005,Yard A,14000,13790,210,98.5,211,303,85
YRD08149,DR03711,PR00004,Yard C,13000,10946,2054,84.2,234,273,62
YRD08150,DR09791,PR00003,Yard C,13000,12051,949,92.7,156,288,86
YRD08151,DR02380,PR00002,Yard C,13000,10751,2249,82.7,272,197,70
YRD08152,DR01170,PR00007,Yard E,12500,11275,1225,90.2,296,247,72
YRD08153,DR08367,PR00003,Yard E,12500,12312,188,98.5,309,206,100
YRD08154,DR04454,PR00006,Yard A,14000,13706,294,97.9,216,238,77
YRD08155,DR03954,PR00005,Yard B,12000,8700,3300,72.5,232,210,33
YRD08156,DR07171,PR00006,Yard B,12000,8868,3132,73.9,251,225,53
YRD08157,DR07096,PR00001,Yard D,11000,7084,3916,64.4,301,295,55
YRD08158,DR03480,PR00003,Yard E,12500,10750,1750,86.0,160,295,69
YRD08159,DR07900,PR00002,Yard A,14000,13790,210,98.5,226,259,62
YRD08160,DR08104,PR00002,Yard E,12500,10900,1600,87.2,203,172,58
YRD08161,DR01144,PR00002,Yard E,12500,11275,1225,90.2,318,243,95
YRD08162,DR06660,PR00003,Yard B,12000,8808,3192,73.4,213,266,68
YRD08163,DR09698,PR00003,Yard C,13000,11856,1144,91.2,225,267,84
YRD08164,DR07177,PR00004,Yard A,14000,13636,364,97.4,234,203,82
YRD08165,DR02069,PR00002,Yard C,13000,10842,2158,83.4,170,277,71
YRD08166,DR05967,PR00002,Yard C,13000,11388,1612,87.6,273,182,60
YRD08167,DR08286,PR00003,Yard C,13000,10738,2262,82.6,259,208,111
YRD08168,DR01579,PR00005,Yard A,14000,13790,210,98.5,328,321,81
YRD08169,DR01878,PR00001,Yard D,11000,7018,3982,63.8,238,226,55
YRD08170,DR09792,PR00005,Yard D,11000,7887,3113,71.7,263,196,93
YRD08171,DR04839,PR00002,Yard A,14000,13146,854,93.9,251,207,88
YRD08172,DR07179,PR00004,Yard B,12000,10140,1860,84.5,172,247,111
YRD08173,DR03690,PR00005,Yard C,13000,10985,2015,84.5,204,221,71
YRD08174,DR09923,PR00003,Yard A,14000,12964,1036,92.6,290,269,123
YRD08175,DR09467,PR00004,Yard D,11000,7634,3366,69.4,195,251,48
YRD08176,DR04478,PR00007,Yard A,14000,13748,252,98.2,237,232,88
YRD08177,DR05006,PR00001,Yard B,12000,9024,2976,75.2,183,199,79
YRD08178,DR07924,PR00002,Yard E,12500,11150,1350,89.2,252,301,62
YRD08179,DR01234,PR00007,Yard A,14000,13790,210,98.5,289,296,106
YRD08180,DR06751,PR00006,Yard D,11000,7117,3883,64.7,281,216,15
YRD08181,DR04394,PR00004,Yard E,12500,11212,1288,89.7,230,216,83
YRD08182,DR06532,PR00002,Yard B,12000,8520,3480,71.0,191,228,66
YRD08183,DR07370,PR00002,Yard B,12000,9216,2784,76.8,173,299,51
YRD08184,DR01060,PR00006,Yard D,11000,7370,3630,67.0,205,246,39
YRD08185,DR04773,PR00005,Yard C,13000,11115,1885,85.5,317,329,87
YRD08186,DR06678,PR00002,Yard E,12500,12312,188,98.5,226,267,74
YRD08187,DR09613,PR00001,Yard E,12500,12062,438,96.5,334,218,76
YRD08188,DR05207,PR00006,Yard E,12500,11150,1350,89.2,289,175,64
YRD08189,DR07680,PR00004,Yard A,14000,13790,210,98.5,232,237,81
YRD08190,DR03953,PR00007,Yard A,14000,13790,210,98.5,218,246,132
YRD08191,DR03479,PR00003,Yard C,13000,11206,1794,86.2,291,283,88
YRD08192,DR07450,PR00002,Yard E,12500,11412,1088,91.3,263,255,87
YRD08193,DR00044,PR00002,Yard B,12000,9360,2640,78.0,327,219,75
YRD08194,DR04134,PR00003,Yard B,12000,8832,3168,73.6,182,231,51
YRD08195,DR04509,PR00002,Yard A,14000,13790,210,98.5,217,235,69
YRD08196,DR02263,PR00001,Yard D,11000,8019,2981,72.9,201,325,56
YRD08197,DR05652,PR00002,Yard C,13000,11128,1872,85.6,240,171,101
YRD08198,DR03902,PR00002,Yard A,14000,13790,210,98.5,248,255,108
YRD08199,DR07157,PR00006,Yard D,11000,7425,3575,67.5,256,239,32
YRD08200,DR00373,PR00002,Yard E,12500,11512,988,92.1,293,250,85
YRD08201,DR01991,PR00003,Yard B,12000,9048,2952,75.4,304,290,67
YRD08202,DR03596,PR00005,Yard A,14000,13118,882,93.7,248,268,75
YRD08203,DR09915,PR00001,Yard D,11000,7139,3861,64.9,298,184,59
YRD08204,DR01469,PR00003,Yard B,12000,9612,2388,80.1,302,280,87
YRD08205,DR03997,PR00006,Yard A,14000,12796,1204,91.4,228,164,55
YRD08206,DR09902,PR00004,Yard D,11000,7392,3608,67.2,260,234,73
YRD08207,DR03884,PR00003,Yard D,11000,7568,3432,68.8,244,273,42
YRD08208,DR02750,PR00006,Yard B,12000,8040,3960,67.0,175,156,42
YRD08209,DR09678,PR00007,Yard D,11000,8382,2618,76.2,297,284,101
YRD08210,DR09019,PR00006,Yard C,13000,11206,1794,86.2,232,245,74
YRD08211,DR06937,PR00003,Yard E,12500,11450,1050,91.6,179,161,89
YRD08212,DR00067,PR00004,Yard E,12500,11712,788,93.7,322,287,83
YRD08213,DR08842,PR00003,Yard C,13000,12688,312,97.6,322,252,61
YRD08214,DR01481,PR00002,Yard E,12500,11388,1112,91.1,222,163,118
YRD08215,DR01280,PR00003,Yard C,13000,11193,1807,86.1,300,212,49
