Container_ID,Container_Type,Size,Cargo_Category,Import_Export,Cargo_Weight_Tons,Hazardous
CONT07132,Tank,20FT,Textiles,Export,20.64,No
CONT07133,Dry,45FT,Electronics,Import,7.26,No
CONT07134,Reefer,40FT,Textiles,Export,14.56,No
CONT07135,Open Top,20FT,Electronics,Import,11.74,Yes
CONT07136,Tank,45FT,Textiles,Export,20.92,No
CONT07137,Dry,40FT,Electronics,Import,7.4,No
CONT07138,Reefer,20FT,Textiles,Export,9.82,No
CONT07139,Open Top,45FT,Electronics,Import,21.78,No
CONT07140,Tank,40FT,Textiles,Export,7.91,Yes
CONT07141,Dry,20FT,Electronics,Import,14.55,No
CONT07142,Reefer,45FT,Textiles,Export,21.82,No
CONT07143,Open Top,40FT,Electronics,Import,23.14,No
CONT07144,Tank,20FT,Textiles,Export,6.37,No
CONT07145,Dry,45FT,Electronics,Import,25.3,Yes
CONT07146,Reefer,40FT,Textiles,Export,22.1,No
CONT07147,Open Top,20FT,Electronics,Import,12.48,No
CONT07148,Tank,45FT,Textiles,Export,23.1,No
CONT07149,Dry,40FT,Electronics,Import,22.21,No
CONT07150,Reefer,20FT,Textiles,Export,19.02,Yes
CONT07151,Open Top,45FT,Electronics,Import,17.96,No
CONT07152,Tank,40FT,Textiles,Export,22.37,No
CONT07153,Dry,20FT,Electronics,Import,28.98,No
CONT07154,Reefer,45FT,Textiles,Export,18.46,No
CONT07155,Open Top,40FT,Electronics,Import,24.22,Yes
CONT07156,Tank,20FT,Textiles,Export,22.61,No
CONT07157,Dry,45FT,Electronics,Import,25.4,No
CONT07158,Reefer,40FT,Textiles,Export,27.86,No
CONT07159,Open Top,20FT,Electronics,Import,8.83,No
CONT07160,Tank,45FT,Textiles,Export,8.14,Yes
CONT07161,Dry,40FT,Electronics,Import,18.66,No
CONT07162,Reefer,20FT,Textiles,Export,15.23,No
CONT07163,Open Top,45FT,Electronics,Import,18.27,No
CONT07164,Tank,40FT,Textiles,Export,23.95,No
CONT07165,Dry,20FT,Electronics,Import,27.29,Yes
CONT07166,Reefer,45FT,Textiles,Export,14.44,No
CONT07167,Open Top,40FT,Electronics,Import,21.95,No
CONT07168,Tank,20FT,Textiles,Export,8.92,No
CONT07169,Dry,45FT,Electronics,Import,17.36,No
CONT07170,Reefer,40FT,Textiles,Export,4.55,Yes
CONT07171,Open Top,20FT,Electronics,Import,16.59,No
CONT07172,Tank,45FT,Textiles,Export,17.63,No
CONT07173,Dry,40FT,Electronics,Import,22.39,No
CONT07174,Reefer,20FT,Textiles,Export,20.24,No
CONT07175,Open Top,45FT,Electronics,Import,12.96,Yes
CONT07176,Tank,40FT,Textiles,Export,4.14,No
CONT07177,Dry,20FT,Electronics,Import,6.89,No
CONT07178,Reefer,45FT,Textiles,Export,28.33,No
CONT07179,Open Top,40FT,Electronics,Import,27.06,No
CONT07180,Tank,20FT,Textiles,Export,12.13,Yes
CONT07181,Dry,45FT,Electronics,Import,10.47,No
CONT07182,Reefer,40FT,Textiles,Export,14.91,No
CONT07183,Open Top,20FT,Electronics,Import,21.25,No
CONT07184,Tank,45FT,Textiles,Export,12.92,No
CONT07185,Dry,40FT,Electronics,Import,5.68,Yes
CONT07186,Reefer,20FT,Textiles,Export,14.07,No
CONT07187,Open Top,45FT,Electronics,Import,10.51,No
CONT07188,Tank,40FT,Textiles,Export,12.12,No
CONT07189,Dry,20FT,Electronics,Import,8.07,No
CONT07190,Reefer,45FT,Textiles,Export,20.47,Yes
CONT07191,Open Top,40FT,Electronics,Import,17.17,No
CONT07192,Tank,20FT,Textiles,Export,10.77,No
CONT07193,Dry,45FT,Electronics,Import,17.85,No
CONT07194,Reefer,40FT,Textiles,Export,16.32,No
CONT07195,Open Top,20FT,Electronics,Import,23.9,Yes
CONT07196,Tank,45FT,Textiles,Export,27.9,No
CONT07197,Dry,40FT,Electronics,Import,7.27,No
CONT07198,Reefer,20FT,Textiles,Export,26.1,No
CONT07199,Open Top,45FT,Electronics,Import,21.62,No
CONT07200,Tank,40FT,Textiles,Export,21.31,Yes
CONT07201,Dry,20FT,Electronics,Import,13.36,No
CONT07202,Reefer,45FT,Textiles,Export,12.6,No
CONT07203,Open Top,40FT,Electronics,Import,4.14,No
CONT07204,Tank,20FT,Textiles,Export,28.56,No
CONT07205,Dry,45FT,Electronics,Import,19.16,Yes
CONT07206,Reefer,40FT,Textiles,Export,14.06,No
CONT07207,Open Top,20FT,Electronics,Import,17.59,No
CONT07208,Tank,45FT,Textiles,Export,5.01,No
CONT07209,Dry,40FT,Electronics,Import,8.34,No
CONT07210,Reefer,20FT,Textiles,Export,19.58,Yes
CONT07211,Open Top,45FT,Electronics,Import,16.86,No
CONT07212,Tank,40FT,Textiles,Export,23.68,No
CONT07213,Dry,20FT,Electronics,Import,20.47,No
CONT07214,Reefer,45FT,Textiles,Export,19.04,No
CONT07215,Open Top,40FT,Electronics,Import,24.38,Yes
CONT07216,Tank,20FT,Textiles,Export,5.71,No
CONT07217,Dry,45FT,Electronics,Import,21.27,No
CONT07218,Reefer,40FT,Textiles,Export,21.89,No
CONT07219,Open Top,20FT,Electronics,Import,10.88,No
CONT07220,Tank,45FT,Textiles,Export,8.89,Yes
CONT07221,Dry,40FT,Electronics,Import,9.35,No
CONT07222,Reefer,20FT,Textiles,Export,8.95,No
CONT07223,Open Top,45FT,Electronics,Import,17.09,No
CONT07224,Tank,40FT,Textiles,Export,7.39,No
CONT07225,Dry,20FT,Electronics,Import,20.48,Yes
CONT07226,Reefer,45FT,Textiles,Export,6.63,No
CONT07227,Open Top,40FT,Electronics,Import,4.67,No
CONT07228,Tank,20FT,Textiles,Export,11.98,No
CONT07229,Dry,45FT,Electronics,Import,8.8,No
CONT07230,Reefer,40FT,Textiles,Export,28.72,Yes
CONT07231,Open Top,20FT,Electronics,Import,11.57,No
CONT07232,Tank,45FT,Textiles,Export,9.55,No
CONT07233,Dry,40FT,Electronics,Import,8.92,No
CONT07234,Reefer,20FT,Textiles,Export,13.35,No
CONT07235,Open Top,45FT,Electronics,Import,19.15,Yes
CONT07236,Tank,40FT,Textiles,Export,23.55,No
CONT07237,Dry,20FT,Electronics,Import,13.11,No
CONT07238,Reefer,45FT,Textiles,Export,19.65,No
CONT07239,Open Top,40FT,Electronics,Import,16.05,No
CONT07240,Tank,20FT,Textiles,Export,25.16,Yes
CONT07241,Dry,45FT,Electronics,Import,18.23,No
CONT07242,Reefer,40FT,Textiles,Export,11.25,No
CONT07243,Open Top,20FT,Electronics,Import,21.59,No
CONT07244,Tank,45FT,Textiles,Export,24.5,No
CONT07245,Dry,40FT,Electronics,Import,15.64,Yes
CONT07246,Reefer,20FT,Textiles,Export,28.68,No
CONT07247,Open Top,45FT,Electronics,Import,25.98,No
CONT07248,Tank,40FT,Textiles,Export,8.92,No
CONT07249,Dry,20FT,Electronics,Import,23.67,No
CONT07250,Reefer,45FT,Textiles,Export,19.02,Yes
CONT07251,Open Top,40FT,Electronics,Import,17.37,No
CONT07252,Tank,20FT,Textiles,Export,16.85,No
CONT07253,Dry,45FT,Electronics,Import,25.34,No
CONT07254,Reefer,40FT,Textiles,Export,19.27,No
CONT07255,Open Top,20FT,Electronics,Import,17.44,Yes
CONT07256,Tank,45FT,Textiles,Export,5.22,No
CONT07257,Dry,40FT,Electronics,Import,15.21,No
CONT07258,Reefer,20FT,Textiles,Export,26.7,No
CONT07259,Open Top,45FT,Electronics,Import,21.79,No
CONT07260,Tank,40FT,Textiles,Export,5.27,Yes
CONT07261,Dry,20FT,Electronics,Import,26.1,No
CONT07262,Reefer,45FT,Textiles,Export,24.67,No
CONT07263,Open Top,40FT,Electronics,Import,17.67,No
CONT07264,Tank,20FT,Textiles,Export,4.56,No
CONT07265,Dry,45FT,Electronics,Import,18.06,Yes
CONT07266,Reefer,40FT,Textiles,Export,5.36,No
CONT07267,Open Top,20FT,Electronics,Import,12.01,No
CONT07268,Tank,45FT,Textiles,Export,19.72,No
CONT07269,Dry,40FT,Electronics,Import,26.82,No
CONT07270,Reefer,20FT,Textiles,Export,12.94,Yes
CONT07271,Open Top,45FT,Electronics,Import,25.5,No
CONT07272,Tank,40FT,Textiles,Export,26.96,No
CONT07273,Dry,20FT,Electronics,Import,4.53,No
CONT07274,Reefer,45FT,Textiles,Export,9.99,No
CONT07275,Open Top,40FT,Electronics,Import,21.75,Yes
CONT07276,Tank,20FT,Textiles,Export,22.92,No
CONT07277,Dry,45FT,Electronics,Import,13.81,No
CONT07278,Reefer,40FT,Textiles,Export,20.42,No
CONT07279,Open Top,20FT,Electronics,Import,19.3,No
CONT07280,Tank,45FT,Textiles,Export,22.49,Yes
CONT07281,Dry,40FT,Electronics,Import,21.97,No
CONT07282,Reefer,20FT,Textiles,Export,6.15,No
CONT07283,Open Top,45FT,Electronics,Import,7.96,No
CONT07284,Tank,40FT,Textiles,Export,7.32,No
CONT07285,Dry,20FT,Electronics,Import,27.31,Yes
CONT07286,Reefer,45FT,Textiles,Export,26.84,No
CONT07287,Open Top,40FT,Electronics,Import,23.94,No
CONT07288,Tank,20FT,Textiles,Export,6.92,No
CONT07289,Dry,45FT,Electronics,Import,18.36,No
CONT07290,Reefer,40FT,Textiles,Export,8.68,Yes
CONT07291,Open Top,20FT,Electronics,Import,13.21,No
CONT07292,Tank,45FT,Textiles,Export,10.68,No
CONT07293,Dry,40FT,Electronics,Import,24.72,No
CONT07294,Reefer,20FT,Textiles,Export,7.61,No
CONT07295,Open Top,45FT,Electronics,Import,20.15,Yes
CONT07296,Tank,40FT,Textiles,Export,28.6,No
CONT07297,Dry,20FT,Electronics,Import,21.18,No
CONT07298,Reefer,45FT,Textiles,Export,5.98,No
CONT07299,Open Top,40FT,Electronics,Import,26.7,No
CONT07300,Tank,20FT,Textiles,Export,20.08,Yes
CONT07301,Dry,45FT,Electronics,Import,15.41,No
CONT07302,Reefer,40FT,Textiles,Export,20.49,No
CONT07303,Open Top,20FT,Electronics,Import,25.98,No
CONT07304,Tank,45FT,Textiles,Export,15.93,No
CONT07305,Dry,40FT,Electronics,Import,17.28,Yes
CONT07306,Reefer,20FT,Textiles,Export,15.31,No
CONT07307,Open Top,45FT,Electronics,Import,5.81,No
CONT07308,Tank,40FT,Textiles,Export,23.68,No
CONT07309,Dry,20FT,Electronics,Import,7.16,No
CONT07310,Reefer,45FT,Textiles,Export,13.86,Yes
CONT07311,Open Top,40FT,Electronics,Import,13.67,No
CONT07312,Tank,20FT,Textiles,Export,11.0,No
CONT07313,Dry,45FT,Electronics,Import,14.06,No
CONT07314,Reefer,40FT,Textiles,Export,19.45,No
CONT07315,Open Top,20FT,Electronics,Import,11.78,Yes
CONT07316,Tank,45FT,Textiles,Export,8.31,No
CONT07317,Dry,40FT,Electronics,Import,25.73,No
CONT07318,Reefer,20FT,Textiles,Export,28.27,No
CONT07319,Open Top,45FT,Electronics,Import,15.46,No
CONT07320,Tank,40FT,Textiles,Export,12.18,Yes
CONT07321,Dry,20FT,Electronics,Import,5.19,No
CONT07322,Reefer,45FT,Textiles,Export,4.92,No
CONT07323,Open Top,40FT,Electronics,Import,13.82,No
CONT07324,Tank,20FT,Textiles,Export,27.26,No
CONT07325,Dry,45FT,Electronics,Import,22.27,Yes
CONT07326,Reefer,40FT,Textiles,Export,12.73,No
CONT07327,Open Top,20FT,Electronics,Import,28.2,No
CONT07328,Tank,45FT,Textiles,Export,14.72,No
CONT07329,Dry,40FT,Electronics,Import,10.92,No
CONT07330,Reefer,20FT,Textiles,Export,14.66,Yes
CONT07331,Open Top,45FT,Electronics,Import,9.29,No
CONT07332,Tank,40FT,Textiles,Export,26.14,No
CONT07333,Dry,20FT,Electronics,Import,13.03,No
CONT07334,Reefer,45FT,Textiles,Export,20.45,No
CONT07335,Open Top,40FT,Electronics,Import,13.73,Yes
CONT07336,Tank,20FT,Textiles,Export,26.54,No
CONT07337,Dry,45FT,Electronics,Import,20.06,No
CONT07338,Reefer,40FT,Textiles,Export,16.21,No
CONT07339,Open Top,20FT,Electronics,Import,7.3,No
CONT07340,Tank,45FT,Textiles,Export,26.55,Yes
CONT07341,Dry,40FT,Electronics,Import,17.67,No
CONT07342,Reefer,20FT,Textiles,Export,11.13,No
CONT07343,Open Top,45FT,Electronics,Import,25.95,No
CONT07344,Tank,40FT,Textiles,Export,5.36,No
CONT07345,Dry,20FT,Electronics,Import,11.85,Yes
CONT07346,Reefer,45FT,Textiles,Export,17.42,No
CONT07347,Open Top,40FT,Electronics,Import,12.5,No
CONT07348,Tank,20FT,Textiles,Export,15.92,No
CONT07349,Dry,45FT,Electronics,Import,10.61,No
CONT07350,Reefer,40FT,Textiles,Export,7.25,Yes
CONT07351,Open Top,20FT,Electronics,Import,4.92,No
CONT07352,Tank,45FT,Textiles,Export,7.94,No
CONT07353,Dry,40FT,Electronics,Import,27.82,No
CONT07354,Reefer,20FT,Textiles,Export,18.39,No
CONT07355,Open Top,45FT,Electronics,Import,16.22,Yes
CONT07356,Tank,40FT,Textiles,Export,13.61,No
CONT07357,Dry,20FT,Electronics,Import,21.71,No
CONT07358,Reefer,45FT,Textiles,Export,7.53,No
CONT07359,Open Top,40FT,Electronics,Import,10.9,No
CONT07360,Tank,20FT,Textiles,Export,20.4,Yes
CONT07361,Dry,45FT,Electronics,Import,15.98,No
CONT07362,Reefer,40FT,Textiles,Export,23.25,No
CONT07363,Open Top,20FT,Electronics,Import,26.43,No
CONT07364,Tank,45FT,Textiles,Export,24.58,No
CONT07365,Dry,40FT,Electronics,Import,8.61,Yes
CONT07366,Reefer,20FT,Textiles,Export,6.29,No
CONT07367,Open Top,45FT,Electronics,Import,8.24,No
CONT07368,Tank,40FT,Textiles,Export,23.59,No
CONT07369,Dry,20FT,Electronics,Import,26.85,No
CONT07370,Reefer,45FT,Textiles,Export,27.14,Yes
CONT07371,Open Top,40FT,Electronics,Import,11.46,No
CONT07372,Tank,20FT,Textiles,Export,25.01,No
CONT07373,Dry,45FT,Electronics,Import,17.41,No
CONT07374,Reefer,40FT,Textiles,Export,24.57,No
CONT07375,Open Top,20FT,Electronics,Import,17.71,Yes
CONT07376,Tank,45FT,Textiles,Export,7.65,No
CONT07377,Dry,40FT,Electronics,Import,5.98,No
CONT07378,Reefer,20FT,Textiles,Export,27.93,No
CONT07379,Open Top,45FT,Electronics,Import,14.65,No
CONT07380,Tank,40FT,Textiles,Export,12.76,Yes
CONT07381,Dry,20FT,Electronics,Import,12.91,No
CONT07382,Reefer,45FT,Textiles,Export,13.47,No
CONT07383,Open Top,40FT,Electronics,Import,27.62,No
CONT07384,Tank,20FT,Textiles,Export,5.57,No
CONT07385,Dry,45FT,Electronics,Import,6.98,Yes
CONT07386,Reefer,40FT,Textiles,Export,23.74,No
CONT07387,Open Top,20FT,Electronics,Import,17.74,No
CONT07388,Tank,45FT,Textiles,Export,7.21,No
CONT07389,Dry,40FT,Electronics,Import,4.86,No
CONT07390,Reefer,20FT,Textiles,Export,9.61,Yes
CONT07391,Open Top,45FT,Electronics,Import,10.52,No
CONT07392,Tank,40FT,Textiles,Export,4.36,No
CONT07393,Dry,20FT,Electronics,Import,9.4,No
CONT07394,Reefer,45FT,Textiles,Export,22.46,No
CONT07395,Open Top,40FT,Electronics,Import,25.39,Yes
CONT07396,Tank,20FT,Textiles,Export,26.46,No
CONT07397,Dry,45FT,Electronics,Import,13.75,No
CONT07398,Reefer,40FT,Textiles,Export,11.99,No
CONT07399,Open Top,20FT,Electronics,Import,29.0,No
CONT07400,Tank,45FT,Textiles,Export,23.23,Yes
CONT07401,Dry,40FT,Electronics,Import,17.43,No
CONT07402,Reefer,20FT,Textiles,Export,10.37,No
CONT07403,Open Top,45FT,Electronics,Import,12.03,No
CONT07404,Tank,40FT,Textiles,Export,16.88,No
CONT07405,Dry,20FT,Electronics,Import,17.55,Yes
CONT07406,Reefer,45FT,Textiles,Export,4.34,No
CONT07407,Open Top,40FT,Electronics,Import,27.99,No
CONT07408,Tank,20FT,Textiles,Export,18.39,No
CONT07409,Dry,45FT,Electronics,Import,18.73,No
CONT07410,Reefer,40FT,Textiles,Export,9.29,Yes
CONT07411,Open Top,20FT,Electronics,Import,23.12,No
CONT07412,Tank,45FT,Textiles,Export,22.43,No
CONT07413,Dry,40FT,Electronics,Import,6.38,No
CONT07414,Reefer,20FT,Textiles,Export,18.87,No
CONT07415,Open Top,45FT,Electronics,Import,20.45,Yes
CONT07416,Tank,40FT,Textiles,Export,24.89,No
CONT07417,Dry,20FT,Electronics,Import,9.15,No
CONT07418,Reefer,45FT,Textiles,Export,25.94,No
CONT07419,Open Top,40FT,Electronics,Import,15.54,No
CONT07420,Tank,20FT,Textiles,Export,6.41,Yes
CONT07421,Dry,45FT,Electronics,Import,6.64,No
CONT07422,Reefer,40FT,Textiles,Export,8.95,No
CONT07423,Open Top,20FT,Electronics,Import,11.07,No
CONT07424,Tank,45FT,Textiles,Export,16.41,No
CONT07425,Dry,40FT,Electronics,Import,22.72,Yes
CONT07426,Reefer,20FT,Textiles,Export,8.67,No
CONT07427,Open Top,45FT,Electronics,Import,28.82,No
CONT07428,Tank,40FT,Textiles,Export,8.04,No
CONT07429,Dry,20FT,Electronics,Import,18.98,No
CONT07430,Reefer,45FT,Textiles,Export,27.22,Yes
CONT07431,Open Top,40FT,Electronics,Import,24.81,No
CONT07432,Tank,20FT,Textiles,Export,20.2,No
CONT07433,Dry,45FT,Electronics,Import,21.89,No
CONT07434,Reefer,40FT,Textiles,Export,7.36,No
CONT07435,Open Top,20FT,Electronics,Import,4.24,Yes
CONT07436,Tank,45FT,Textiles,Export,14.85,No
CONT07437,Dry,40FT,Electronics,Import,6.24,No
CONT07438,Reefer,20FT,Textiles,Export,12.94,No
CONT07439,Open Top,45FT,Electronics,Import,9.59,No
CONT07440,Tank,40FT,Textiles,Export,26.91,Yes
CONT07441,Dry,20FT,Electronics,Import,26.0,No
CONT07442,Reefer,45FT,Textiles,Export,24.47,No
CONT07443,Open Top,40FT,Electronics,Import,21.85,No
CONT07444,Tank,20FT,Textiles,Export,7.85,No
CONT07445,Dry,45FT,Electronics,Import,5.21,Yes
CONT07446,Reefer,40FT,Textiles,Export,20.35,No
CONT07447,Open Top,20FT,Electronics,Import,20.06,No
CONT07448,Tank,45FT,Textiles,Export,13.24,No
CONT07449,Dry,40FT,Electronics,Import,15.82,No
CONT07450,Reefer,20FT,Textiles,Export,16.23,Yes
CONT07451,Open Top,45FT,Electronics,Import,10.0,No
CONT07452,Tank,40FT,Textiles,Export,11.85,No
CONT07453,Dry,20FT,Electronics,Import,14.46,No
CONT07454,Reefer,45FT,Textiles,Export,19.08,No
CONT07455,Open Top,40FT,Electronics,Import,27.9,Yes
CONT07456,Tank,20FT,Textiles,Export,17.46,No
CONT07457,Dry,45FT,Electronics,Import,22.28,No
CONT07458,Reefer,40FT,Textiles,Export,24.18,No
CONT07459,Open Top,20FT,Electronics,Import,6.84,No
CONT07460,Tank,45FT,Textiles,Export,20.33,Yes
CONT07461,Dry,40FT,Electronics,Import,16.05,No
CONT07462,Reefer,20FT,Textiles,Export,18.31,No
CONT07463,Open Top,45FT,Electronics,Import,4.96,No
CONT07464,Tank,40FT,Textiles,Export,26.66,No
CONT07465,Dry,20FT,Electronics,Import,27.82,Yes
CONT07466,Reefer,45FT,Textiles,Export,4.09,No
CONT07467,Open Top,40FT,Electronics,Import,9.32,No
CONT07468,Tank,20FT,Textiles,Export,8.5,No
CONT07469,Dry,45FT,Electronics,Import,23.53,No
CONT07470,Reefer,40FT,Textiles,Export,18.95,Yes
CONT07471,Open Top,20FT,Electronics,Import,8.43,No
CONT07472,Tank,45FT,Textiles,Export,24.35,No
CONT07473,Dry,40FT,Electronics,Import,12.84,No
CONT07474,Reefer,20FT,Textiles,Export,15.52,No
CONT07475,Open Top,45FT,Electronics,Import,13.68,Yes
CONT07476,Tank,40FT,Textiles,Export,17.03,No
CONT07477,Dry,20FT,Electronics,Import,16.0,No
CONT07478,Reefer,45FT,Textiles,Export,10.86,No
CONT07479,Open Top,40FT,Electronics,Import,14.61,No
CONT07480,Tank,20FT,Textiles,Export,26.71,Yes
CONT07481,Dry,45FT,Electronics,Import,16.57,No
CONT07482,Reefer,40FT,Textiles,Export,26.91,No
CONT07483,Open Top,20FT,Electronics,Import,17.75,No
CONT07484,Tank,45FT,Textiles,Export,23.22,No
CONT07485,Dry,40FT,Electronics,Import,11.34,Yes
CONT07486,Reefer,20FT,Textiles,Export,23.76,No
CONT07487,Open Top,45FT,Electronics,Import,10.61,No
CONT07488,Tank,40FT,Textiles,Export,4.49,No
CONT07489,Dry,20FT,Electronics,Import,8.02,No
CONT07490,Reefer,45FT,Textiles,Export,4.54,Yes
CONT07491,Open Top,40FT,Electronics,Import,27.68,No
CONT07492,Tank,20FT,Textiles,Export,29.0,No
CONT07493,Dry,45FT,Electronics,Import,23.06,No
CONT07494,Reefer,40FT,Textiles,Export,6.7,No
CONT07495,Open Top,20FT,Electronics,Import,26.47,Yes
CONT07496,Tank,45FT,Textiles,Export,22.59,No
CONT07497,Dry,40FT,Electronics,Import,12.31,No
CONT07498,Reefer,20FT,Textiles,Export,16.56,No
CONT07499,Open Top,45FT,Electronics,Import,20.54,No
CONT07500,Tank,40FT,Textiles,Export,4.6,Yes
CONT07501,Dry,20FT,Electronics,Import,16.54,No
CONT07502,Reefer,45FT,Textiles,Export,22.31,No
CONT07503,Open Top,40FT,Electronics,Import,8.71,No
CONT07504,Tank,20FT,Textiles,Export,15.09,No
CONT07505,Dry,45FT,Electronics,Import,17.31,Yes
CONT07506,Reefer,40FT,Textiles,Export,22.39,No
CONT07507,Open Top,20FT,Electronics,Import,28.11,No
CONT07508,Tank,45FT,Textiles,Export,25.21,No
CONT07509,Dry,40FT,Electronics,Import,19.54,No
CONT07510,Reefer,20FT,Textiles,Export,18.59,Yes
CONT07511,Open Top,45FT,Electronics,Import,19.08,No
CONT07512,Tank,40FT,Textiles,Export,17.63,No
CONT07513,Dry,20FT,Electronics,Import,5.48,No
CONT07514,Reefer,45FT,Textiles,Export,21.46,No
CONT07515,Open Top,40FT,Electronics,Import,21.91,Yes
CONT07516,Tank,20FT,Textiles,Export,16.81,No
CONT07517,Dry,45FT,Electronics,Import,25.76,No
CONT07518,Reefer,40FT,Textiles,Export,20.81,No
CONT07519,Open Top,20FT,Electronics,Import,13.07,No
CONT07520,Tank,45FT,Textiles,Export,4.49,Yes
CONT07521,Dry,40FT,Electronics,Import,5.48,No
CONT07522,Reefer,20FT,Textiles,Export,12.79,No
CONT07523,Open Top,45FT,Electronics,Import,15.55,No
CONT07524,Tank,40FT,Textiles,Export,8.17,No
CONT07525,Dry,20FT,Electronics,Import,8.73,Yes
CONT07526,Reefer,45FT,Textiles,Export,9.76,No
CONT07527,Open Top,40FT,Electronics,Import,23.51,No
CONT07528,Tank,20FT,Textiles,Export,23.28,No
CONT07529,Dry,45FT,Electronics,Import,13.57,No
CONT07530,Reefer,40FT,Textiles,Export,8.31,Yes
CONT07531,Open Top,20FT,Electronics,Import,6.77,No
CONT07532,Tank,45FT,Textiles,Export,6.18,No
CONT07533,Dry,40FT,Electronics,Import,13.78,No
CONT07534,Reefer,20FT,Textiles,Export,5.14,No
CONT07535,Open Top,45FT,Electronics,Import,12.34,Yes
CONT07536,Tank,40FT,Textiles,Export,28.04,No
CONT07537,Dry,20FT,Electronics,Import,16.69,No
CONT07538,Reefer,45FT,Textiles,Export,24.57,No
CONT07539,Open Top,40FT,Electronics,Import,7.23,No
CONT07540,Tank,20FT,Textiles,Export,10.7,Yes
CONT07541,Dry,45FT,Electronics,Import,27.66,No
CONT07542,Reefer,40FT,Textiles,Export,13.59,No
CONT07543,Open Top,20FT,Electronics,Import,20.21,No
CONT07544,Tank,45FT,Textiles,Export,28.4,No
CONT07545,Dry,40FT,Electronics,Import,17.77,Yes
CONT07546,Reefer,20FT,Textiles,Export,11.63,No
CONT07547,Open Top,45FT,Electronics,Import,17.3,No
CONT07548,Tank,40FT,Textiles,Export,5.37,No
CONT07549,Dry,20FT,Electronics,Import,6.81,No
CONT07550,Reefer,45FT,Textiles,Export,4.18,Yes
CONT07551,Open Top,40FT,Electronics,Import,26.11,No
CONT07552,Tank,20FT,Textiles,Export,20.78,No
CONT07553,Dry,45FT,Electronics,Import,11.46,No
CONT07554,Reefer,40FT,Textiles,Export,9.53,No
CONT07555,Open Top,20FT,Electronics,Import,21.08,Yes
CONT07556,Tank,45FT,Textiles,Export,26.99,No
CONT07557,Dry,40FT,Electronics,Import,11.48,No
CONT07558,Reefer,20FT,Textiles,Export,12.04,No
CONT07559,Open Top,45FT,Electronics,Import,25.36,No
CONT07560,Tank,40FT,Textiles,Export,26.33,Yes
CONT07561,Dry,20FT,Electronics,Import,26.85,No
CONT07562,Reefer,45FT,Textiles,Export,11.33,No
CONT07563,Open Top,40FT,Electronics,Import,7.01,No
CONT07564,Tank,20FT,Textiles,Export,15.0,No
CONT07565,Dry,45FT,Electronics,Import,11.39,Yes
CONT07566,Reefer,40FT,Textiles,Export,26.1,No
CONT07567,Open Top,20FT,Electronics,Import,4.92,No
CONT07568,Tank,45FT,Textiles,Export,19.85,No
CONT07569,Dry,40FT,Electronics,Import,26.65,No
CONT07570,Reefer,20FT,Textiles,Export,28.42,Yes
CONT07571,Open Top,45FT,Electronics,Import,20.25,No
CONT07572,Tank,40FT,Textiles,Export,27.75,No
CONT07573,Dry,20FT,Electronics,Import,5.89,No
CONT07574,Reefer,45FT,Textiles,Export,12.98,No
CONT07575,Open Top,40FT,Electronics,Import,4.22,Yes
CONT07576,Tank,20FT,Textiles,Export,28.53,No
CONT07577,Dry,45FT,Electronics,Import,26.57,No
CONT07578,Reefer,40FT,Textiles,Export,4.7,No
CONT07579,Open Top,20FT,Electronics,Import,4.45,No
CONT07580,Tank,45FT,Textiles,Export,13.17,Yes
CONT07581,Dry,40FT,Electronics,Import,10.46,No
CONT07582,Reefer,20FT,Textiles,Export,25.17,No
CONT07583,Open Top,45FT,Electronics,Import,8.01,No
CONT07584,Tank,40FT,Textiles,Export,23.77,No
CONT07585,Dry,20FT,Electronics,Import,17.86,Yes
CONT07586,Reefer,45FT,Textiles,Export,13.43,No
CONT07587,Open Top,40FT,Electronics,Import,7.64,No
CONT07588,Tank,20FT,Textiles,Export,28.94,No
CONT07589,Dry,45FT,Electronics,Import,19.45,No
CONT07590,Reefer,40FT,Textiles,Export,14.98,Yes
CONT07591,Open Top,20FT,Electronics,Import,13.28,No
CONT07592,Tank,45FT,Textiles,Export,26.64,No
CONT07593,Dry,40FT,Electronics,Import,24.53,No
CONT07594,Reefer,20FT,Textiles,Export,24.28,No
CONT07595,Open Top,45FT,Electronics,Import,19.4,Yes
CONT07596,Tank,40FT,Textiles,Export,26.2,No
CONT07597,Dry,20FT,Electronics,Import,11.48,No
CONT07598,Reefer,45FT,Textiles,Export,21.59,No
CONT07599,Open Top,40FT,Electronics,Import,14.11,No
CONT07600,Tank,20FT,Textiles,Export,19.0,Yes
CONT07601,Dry,45FT,Electronics,Import,28.95,No
CONT07602,Reefer,40FT,Textiles,Export,28.61,No
CONT07603,Open Top,20FT,Electronics,Import,16.82,No
CONT07604,Tank,45FT,Textiles,Export,18.35,No
CONT07605,Dry,40FT,Electronics,Import,26.43,Yes
CONT07606,Reefer,20FT,Textiles,Export,28.64,No
CONT07607,Open Top,45FT,Electronics,Import,23.47,No
CONT07608,Tank,40FT,Textiles,Export,5.63,No
CONT07609,Dry,20FT,Electronics,Import,12.07,No
CONT07610,Reefer,45FT,Textiles,Export,26.41,Yes
CONT07611,Open Top,40FT,Electronics,Import,23.21,No
CONT07612,Tank,20FT,Textiles,Export,22.56,No
CONT07613,Dry,45FT,Electronics,Import,20.7,No
